id,car_number,round_id,team_driver_id
965,12,38,475
966,6,38,420
967,5,38,482
968,17,38,483
969,4,39,479
970,20,39,411
971,6,39,484
972,30,39,421
973,28,39,476
974,18,39,483
975,24,39,417
976,2,39,478
977,8,39,480
978,26,39,412
979,22,39,419
980,34,39,414
981,32,39,474
982,14,39,508
983,10,39,418
984,12,39,499
985,24,39,481
986,16,40,479
987,40,40,419
988,38,40,411
989,38,40,417
990,12,40,484
991,30,40,412
992,42,40,508
993,10,40,500
994,26,40,509
995,18,40,476
996,28,40,474
997,8,40,423
998,34,40,510
999,22,40,482
1000,14,40,480
1001,24,40,421
1002,20,40,425
1003,32,40,411
1004,6,40,481
1005,46,40,499
1006,44,40,418
1007,20,40,511
1008,38,41,419
1009,14,41,425
1010,2,41,479
1011,10,41,421
1012,4,41,480
1013,16,41,512
1014,26,41,509
1015,28,41,483
1016,18,41,415
1017,12,41,476
1018,22,41,513
1019,22,41,416
1020,6,41,484
1021,40,41,412
1022,48,41,488
1023,24,41,414
1024,8,41,474
1025,46,41,418
1026,30,41,478
1027,34,41,514
1028,36,41,515
1029,20,41,481
1030,42,41,500
1031,2,42,516
1032,12,42,517
1033,12,42,518
1034,12,42,519
1035,10,42,520
1036,10,42,517
1037,10,42,519
1038,8,42,521
1039,8,42,522
1040,8,42,523
1041,18,42,524
1042,28,42,525
1043,28,42,526
1044,22,42,525
1045,22,42,527
1046,22,42,528
1047,20,42,528
1048,20,42,526
1049,20,42,527
1050,26,42,525
1051,26,42,529
1052,26,42,530
1053,42,42,531
1054,14,42,519
1055,36,42,532
1056,36,42,533
1057,6,42,522
1058,30,42,534
1059,32,42,535
1060,38,42,536
1061,16,42,526
1062,4,42,523
1063,34,42,533
1064,40,42,537
1065,24,42,529
1066,44,43,519
1067,30,43,532
1068,34,43,538
1069,34,43,526
1070,42,43,517
1071,28,43,533
1072,32,43,539
1073,10,43,540
1074,48,43,541
1075,48,43,542
1076,16,43,522
1077,40,43,526
1078,40,43,538
1079,26,43,535
1080,46,43,543
1081,36,43,524
1082,12,43,536
1083,2,43,516
1084,8,43,544
1085,4,43,545
1086,18,43,546
1087,14,43,547
1088,38,43,527
1089,22,43,548
1090,24,43,549
1091,4,43,521
1092,6,44,550
1093,10,44,551
1094,10,44,552
1095,15,44,553
1096,44,44,554
1097,77,44,555
1098,77,44,556
1099,19,44,557
1100,71,44,558
1101,29,44,559
1102,48,44,560
1103,89,44,561
1104,98,44,562
1105,41,44,563
1106,83,44,564
1107,33,44,565
1108,12,44,566
1109,22,44,567
1110,99,44,568
1111,81,44,569
1112,8,44,570
1113,31,44,571
1114,16,44,572
1115,37,44,573
1116,49,44,574
1117,1,44,575
1118,4,44,576
1119,3,44,577
1120,42,44,578
1121,27,44,579
1122,39,44,580
1123,68,44,581
1124,23,44,582
1125,14,44,583
1126,5,44,584
1127,10,45,516
1128,14,45,522
1129,2,45,517
1130,6,45,541
1131,24,45,524
1132,24,45,526
1133,4,45,519
1134,22,45,527
1135,26,45,538
1136,28,45,547
1137,12,45,523
1138,30,45,532
1139,40,45,546
1140,20,45,526
1141,38,45,585
1142,48,45,542
1143,4,45,543
1144,8,46,516
1145,10,46,522
1146,18,46,527
1147,16,46,524
1148,6,46,586
1149,14,46,526
1150,2,46,587
1151,22,46,588
1152,28,46,547
1153,24,46,540
1154,30,46,589
1155,4,46,519
1156,20,46,544
1157,32,46,590
1158,12,46,523
1159,26,46,591
1160,12,47,522
1161,10,47,516
1162,14,47,523
1163,50,47,592
1164,4,47,527
1165,16,47,586
1166,16,47,587
1167,26,47,593
1168,46,47,548
1169,28,47,594
1170,28,47,595
1171,18,47,519
1172,6,47,524
1173,40,47,596
1174,32,47,597
1175,42,47,598
1176,24,47,588
1177,44,47,599
1178,48,47,590
1179,30,47,594
1180,36,47,600
1181,36,47,601
1182,38,47,602
1183,20,47,586
1184,8,47,603
1185,2,47,526
1186,22,47,544
1187,34,47,604
1188,18,48,516
1189,14,48,592
1190,4,48,586
1191,36,48,526
1192,34,48,529
1193,12,48,520
1194,28,48,524
1195,8,48,519
1196,40,48,605
1197,6,48,587
1198,20,48,523
1199,30,48,527
1200,38,48,590
1201,16,48,522
1202,26,48,540
1203,22,48,588
1204,32,48,598
1205,42,48,594
1206,24,48,606
1207,44,48,595
1208,2,48,517
1209,10,48,607
1210,46,48,608
1211,34,49,609
1212,34,49,610
1213,4,49,611
1214,14,49,612
1215,10,49,613
1216,10,49,614
1217,38,49,615
1218,16,49,616
1219,16,49,617
1220,2,49,618
1221,36,49,619
1222,8,49,620
1223,6,49,621
1224,32,49,622
1225,12,49,623
1226,30,49,609
1227,28,50,618
1228,26,50,609
1229,26,50,619
1230,30,50,611
1231,20,50,622
1232,20,50,609
1233,6,50,624
1234,4,50,625
1235,4,50,626
1236,32,50,627
1237,18,50,628
1238,2,50,629
1239,8,50,630
1240,22,50,622
1241,14,50,631
1242,16,50,632
1243,24,50,610
1244,36,50,633
1245,10,50,634
1246,12,50,635
1247,34,50,636
1248,8,51,637
1249,4,51,638
1250,16,51,639
1251,98,51,640
1252,73,51,641
1253,1,51,642
1254,14,51,643
1255,19,51,644
1256,26,51,645
1257,27,51,646
1258,82,51,647
1259,42,51,648
1260,57,51,649
1261,55,51,650
1262,81,51,651
1263,41,51,652
1264,64,51,653
1265,7,51,654
1266,2,51,655
1267,24,51,656
1268,34,51,657
1269,99,51,658
1270,10,51,659
1271,10,51,660
1272,48,51,661
1273,54,51,662
1274,89,51,663
1275,5,51,664
1276,12,51,665
1277,49,51,666
1278,15,51,667
1279,53,51,668
1280,88,51,669
1281,29,51,670
1282,8,52,619
1283,6,52,671
1284,34,52,627
1285,34,52,618
1286,10,52,632
1287,22,52,672
1288,20,52,673
1289,32,52,611
1290,24,52,630
1291,2,52,609
1292,12,52,631
1293,30,52,618
1294,4,52,622
1295,28,52,674
1296,26,52,628
1297,36,52,675
1298,14,53,619
1299,12,53,622
1300,4,53,611
1301,10,53,609
1302,6,53,618
1303,6,53,627
1304,36,53,630
1305,40,53,675
1306,32,53,624
1307,30,53,629
1308,24,53,676
1309,24,53,632
1310,34,53,626
1311,42,53,677
1312,8,53,678
1313,44,53,615
1314,38,53,672
1315,16,53,679
1316,28,53,680
1317,2,53,618
1318,22,53,632
1319,26,53,681
1320,1,54,609
1321,4,54,619
1322,4,54,679
1323,8,54,611
1324,21,54,682
1325,31,54,628
1326,11,54,672
1327,9,54,627
1328,10,54,675
1329,15,54,629
1330,3,54,679
1331,3,54,622
1332,26,54,683
1333,7,54,618
1334,16,54,632
1335,20,54,684
1336,17,54,631
1337,14,54,624
1338,2,54,619
1339,28,54,685
1340,24,54,635
1341,23,54,634
1342,27,54,630
1343,29,54,686
1344,12,54,687
1345,19,54,688
1346,32,54,689
1347,30,54,690
1348,25,54,691
1349,18,54,692
1350,1,55,609
1351,7,55,618
1352,6,55,611
1353,20,55,675
1354,15,55,630
1355,21,55,686
1356,22,55,693
1357,11,55,694
1358,5,55,679
1359,12,55,695
1360,18,55,672
1361,4,55,610
1362,2,55,619
1363,3,55,622
1364,8,55,687
1365,19,55,628
1366,16,55,685
1367,10,55,629
1368,14,55,633
1369,8,55,627
1370,11,55,626
1371,18,55,620
1372,36,56,618
1373,26,56,609
1374,26,56,619
1375,4,56,696
1376,38,56,675
1377,6,56,682
1378,40,56,620
1379,14,56,697
1380,22,56,609
1381,22,56,622
1382,12,56,698
1383,42,56,614
1384,44,56,685
1385,28,56,610
1386,46,56,687
1387,46,56,611
1388,18,56,632
1389,32,56,611
1390,48,56,686
1391,20,56,631
1392,16,56,699
1393,24,56,622
1394,34,56,700
1395,34,56,672
1396,10,56,629
1397,30,56,679
1398,2,56,701
1399,8,56,624
1400,50,56,702
1401,2,57,703
1402,6,57,704
1403,8,57,705
1404,22,57,706
1405,20,57,707
1406,20,57,708
1407,18,57,709
1408,18,57,710
1409,18,57,711
1410,24,57,712
1411,4,57,713
1412,26,57,714
1413,28,57,715
1414,14,57,716
1415,16,57,717
1416,12,57,718
1417,10,57,710
1418,32,58,703
1419,20,58,719
1420,2,58,720
1421,10,58,721
1422,30,58,722
1423,14,58,723
1424,24,58,717
1425,24,58,709
1426,34,58,706
1427,34,58,724
1428,6,58,725
1429,36,58,705
1430,12,58,726
1431,38,58,706
1432,22,58,727
1433,26,58,710
1434,18,58,728
1435,28,58,717
1436,8,58,729
1437,40,58,730
1438,4,58,731
1439,42,58,715
1440,16,58,732
1441,9,59,733
1442,26,59,734
1443,1,59,735
1444,54,59,736
1445,73,59,737
1446,6,59,738
1447,48,59,739
1448,12,59,740
1449,7,59,741
1450,22,59,742
1451,19,59,743
1452,10,59,744
1453,95,59,745
1454,82,59,746
1455,27,59,747
1456,18,59,748
1457,3,59,749
1458,5,59,750
1459,92,59,751
1460,28,59,752
1461,89,59,753
1462,14,59,754
1463,88,59,755
1464,77,59,756
1465,43,59,757
1466,31,59,758
1467,16,59,759
1468,57,59,760
1469,83,59,761
1470,8,59,762
1471,52,59,763
1472,55,59,764
1473,23,59,765
1474,2,60,703
1475,10,60,718
1476,12,60,710
1477,14,60,717
1478,6,60,706
1479,4,60,704
1480,24,60,723
1481,24,60,766
1482,8,60,705
1483,18,60,767
1484,20,60,768
1485,28,60,769
1486,16,60,722
1487,22,60,723
1488,30,60,727
1489,26,60,725
1490,20,61,719
1491,20,61,728
1492,14,61,718
1493,10,61,717
1494,16,61,710
1495,16,61,722
1496,36,61,770
1497,38,61,771
1498,22,61,767
1499,32,61,772
1500,34,61,723
1501,4,61,704
1502,12,61,710
1503,18,61,719
1504,18,61,728
1505,2,61,703
1506,24,61,773
1507,26,61,774
1508,6,61,706
1509,8,61,705
1510,28,61,712
1511,30,61,727
1512,1,62,703
1513,8,62,717
1514,7,62,710
1515,6,62,718
1516,10,62,728
1517,2,62,704
1518,3,62,706
1519,16,62,720
1520,11,62,719
1521,4,62,724
1522,15,62,775
1523,21,62,776
1524,28,62,777
1525,27,62,778
1526,25,62,779
1527,17,62,730
1528,20,62,780
1529,23,62,770
1530,18,62,781
1531,12,62,767
1532,24,62,723
1533,26,62,782
1534,29,62,783
1535,19,62,727
1536,26,63,728
1537,2,63,703
1538,6,63,706
1539,14,63,720
1540,30,63,767
1541,8,63,724
1542,24,63,723
1543,34,63,718
1544,10,63,781
1545,20,63,775
1546,16,63,712
1547,4,63,704
1548,22,63,770
1549,28,63,719
1550,18,63,727
1551,12,63,715
1552,18,64,728
1553,2,64,703
1554,36,64,709
1555,26,64,720
1556,8,64,706
1557,8,64,724
1558,34,64,717
1559,22,64,719
1560,32,64,718
1561,10,64,781
1562,14,64,727
1563,28,64,784
1564,28,64,731
1565,30,64,710
1566,20,64,767
1567,6,64,704
1568,16,64,775
1569,4,64,706
1570,24,64,712
1571,12,64,715
1572,14,65,785
1573,16,65,786
1574,20,65,787
1575,2,65,788
1576,4,65,789
1577,8,65,790
1578,6,65,791
1579,10,65,792
1580,12,65,793
1581,18,65,794
1582,20,66,795
1583,34,66,786
1584,36,66,794
1585,16,66,796
1586,8,66,797
1587,24,66,798
1588,40,66,799
1589,58,66,800
1590,26,66,801
1591,18,66,802
1592,38,66,787
1593,28,66,803
1594,6,66,804
1595,46,66,805
1596,30,66,806
1597,32,66,807
1598,22,66,808
1599,50,66,809
1600,48,66,810
1601,12,66,811
1602,14,66,812
1603,44,66,813
1604,56,66,814
1605,52,66,815
1606,54,66,816
1607,42,66,793
1608,10,66,817
1609,12,66,818
1610,50,66,819
1611,56,66,820
1612,4,66,792
1613,1,67,803
1614,15,67,797
1615,14,67,804
1616,7,67,802
1617,5,67,787
1618,17,67,798
1619,6,67,786
1620,8,67,796
1621,9,67,795
1622,11,67,800
1623,18,67,821
1624,10,67,805
1625,3,67,807
1626,16,67,801
1627,4,67,794
1628,12,67,822
1629,2,67,806
1630,12,67,793
1631,1,68,823
1632,99,68,824
1633,9,68,825
1634,33,68,826
1635,2,68,827
1636,16,68,828
1637,26,68,829
1638,44,68,830
1639,61,68,831
1640,54,68,832
1641,52,68,833
1642,45,68,834
1643,19,68,835
1644,65,68,836
1645,59,68,837
1646,29,68,838
1647,77,68,839
1648,15,68,840
1649,83,68,841
1650,8,68,842
1651,43,68,843
1652,88,68,844
1653,7,68,845
1654,89,68,846
1655,25,68,847
1656,14,68,848
1657,97,68,849
1658,5,68,850
