id,car_number,round_id,team_driver_id
5795,20,251,1897
5796,27,251,1898
5797,14,251,1899
5798,5,251,1900
5799,21,251,1901
5800,30,251,1902
5801,18,251,1903
5802,17,251,1904
5803,8,252,1896
5804,1,252,1882
5805,2,252,1895
5806,11,252,1885
5807,12,252,1887
5808,24,252,1883
5809,27,252,1898
5810,7,252,1884
5811,6,252,1889
5812,18,252,1903
5813,21,252,1901
5814,22,252,1891
5815,30,252,1902
5816,23,252,1894
5817,5,252,1900
5818,17,252,1904
5819,4,252,1886
5820,16,252,1893
5821,20,252,1897
5822,28,252,1888
5823,14,252,1899
5824,3,252,1892
5825,9,252,1890
5826,3,253,1892
5827,7,253,1884
5828,4,253,1886
5829,8,253,1896
5830,12,253,1887
5831,2,253,1895
5832,23,253,1905
5833,28,253,1888
5834,16,253,1893
5835,5,253,1900
5836,34,253,1906
5837,6,253,1889
5838,33,253,1907
5839,31,253,1908
5840,14,253,1909
5841,11,253,1885
5842,27,253,1898
5843,21,253,1901
5844,1,253,1882
5845,32,253,1910
5846,24,253,1883
5847,17,253,1904
5848,10,253,1911
5849,20,253,1897
5850,18,253,1903
5851,9,253,1890
5852,30,253,1902
5853,22,253,1891
5854,2,254,1895
5855,6,254,1889
5856,7,254,1884
5857,17,254,1904
5858,9,254,1890
5859,10,254,1911
5860,21,254,1912
5861,18,254,1903
5862,11,254,1885
5863,22,254,1894
5864,8,254,1896
5865,16,254,1893
5866,5,254,1900
5867,31,254,1913
5868,23,254,1914
5869,27,254,1898
5870,14,254,1909
5871,24,254,1883
5872,3,254,1892
5873,28,254,1888
5874,25,254,1915
5875,4,254,1886
5876,30,254,1902
5877,20,254,1897
5878,12,254,1887
5879,1,254,1882
5880,12,255,1887
5881,1,255,1882
5882,8,255,1896
5883,5,255,1900
5884,4,255,1886
5885,2,255,1895
5886,3,255,1892
5887,6,255,1889
5888,7,255,1884
5889,28,255,1888
5890,24,255,1883
5891,26,255,1915
5892,9,255,1890
5893,16,255,1893
5894,11,255,1885
5895,18,255,1903
5896,27,255,1898
5897,17,255,1904
5898,21,255,1901
5899,20,255,1897
5900,23,255,1916
5901,14,255,1909
5902,31,255,1913
5903,25,255,1917
5904,10,255,1911
5905,30,255,1902
5906,12,256,1887
5907,3,256,1892
5908,7,256,1884
5909,4,256,1886
5910,11,256,1885
5911,16,256,1893
5912,1,256,1882
5913,8,256,1896
5914,14,256,1909
5915,18,256,1903
5916,28,256,1888
5917,30,256,1902
5918,22,256,1918
5919,9,256,1890
5920,6,256,1889
5921,5,256,1900
5922,21,256,1901
5923,10,256,1911
5924,23,256,1919
5925,24,256,1883
5926,17,256,1904
5927,20,256,1897
5928,26,256,1915
5929,2,256,1895
5930,12,257,1887
5931,7,257,1884
5932,11,257,1885
5933,27,257,1898
5934,28,257,1888
5935,23,257,1919
5936,3,257,1892
5937,1,257,1882
5938,5,257,1900
5939,32,257,1917
5940,26,257,1915
5941,4,257,1886
5942,14,257,1909
5943,20,257,1920
5944,6,257,1889
5945,18,257,1903
5946,30,257,1902
5947,16,257,1893
5948,21,257,1921
5949,22,257,1922
5950,8,257,1896
5951,17,257,1904
5952,9,257,1890
5953,2,257,1895
5954,24,257,1883
5955,10,257,1911
5956,24,258,1883
5957,12,258,1887
5958,11,258,1885
5959,7,258,1884
5960,8,258,1896
5961,16,258,1893
5962,23,258,1919
5963,28,258,1888
5964,4,258,1886
5965,31,258,1923
5966,30,258,1902
5967,20,258,1921
5968,22,258,1924
5969,10,258,1911
5970,5,258,1900
5971,3,258,1892
5972,21,258,1901
5973,2,258,1895
5974,17,258,1904
5975,18,258,1903
5976,1,258,1882
5977,14,258,1909
5978,6,258,1889
5979,9,258,1890
5980,35,258,1925
5981,12,259,1887
5982,24,259,1883
5983,2,259,1895
5984,1,259,1882
5985,27,259,1898
5986,4,259,1886
5987,23,259,1919
5988,17,259,1904
5989,3,259,1892
5990,5,259,1900
5991,21,259,1901
5992,15,259,1926
5993,18,259,1903
5994,7,259,1884
5995,31,259,1923
5996,22,259,1924
5997,14,259,1909
5998,10,259,1911
5999,8,259,1896
6000,6,259,1889
6001,30,259,1902
6002,9,259,1890
6003,11,259,1885
6004,28,259,1888
6005,16,259,1893
6006,20,259,1927
6007,1,260,1882
6008,8,260,1896
6009,3,260,1892
6010,24,260,1883
6011,28,260,1928
6012,9,260,1890
6013,2,260,1895
6014,12,260,1887
6015,4,260,1886
6016,22,260,1924
6017,18,260,1903
6018,27,260,1898
6019,11,260,1885
6020,17,260,1904
6021,23,260,1919
6022,15,260,1929
6023,32,260,1930
6024,19,260,1931
6025,30,260,1902
6026,10,260,1932
6027,6,260,1933
6028,16,260,1893
6029,29,260,1911
6030,5,260,1900
6031,21,260,1901
6032,7,260,1884
6033,31,260,1913
6034,35,260,1925
6035,7,261,1884
6036,21,261,1901
6037,12,261,1887
6038,16,261,1893
6039,22,261,1924
6040,19,261,1923
6041,29,261,1911
6042,25,261,1934
6043,4,261,1886
6044,27,261,1898
6045,24,261,1883
6046,11,261,1885
6047,23,261,1919
6048,3,261,1892
6049,17,261,1904
6050,8,261,1896
6051,30,261,1902
6052,10,261,1932
6053,1,261,1882
6054,9,261,1890
6055,6,261,1935
6056,5,261,1900
6057,28,261,1928
6058,2,261,1895
6059,20,261,1936
6060,35,261,1937
6061,9,262,1890
6062,24,262,1883
6063,16,262,1893
6064,2,262,1895
6065,5,262,1900
6066,12,262,1887
6067,11,262,1885
6068,3,262,1892
6069,1,262,1882
6070,18,262,1903
6071,4,262,1886
6072,31,262,1938
6073,25,262,1939
6074,7,262,1884
6075,23,262,1919
6076,22,262,1905
6077,29,262,1911
6078,33,262,1913
6079,32,262,1934
6080,21,262,1901
6081,8,262,1896
6082,20,262,1940
6083,10,262,1932
6084,17,262,1941
6085,14,262,1909
6086,27,262,1898
6087,28,262,1928
6088,6,262,1929
6089,35,262,1937
6090,30,262,1902
6091,11,263,1885
6092,1,263,1882
6093,12,263,1887
6094,7,263,1884
6095,24,263,1883
6096,16,263,1893
6097,4,263,1886
6098,3,263,1892
6099,34,263,1934
6100,25,263,1939
6101,30,263,1942
6102,32,263,1938
6103,6,263,1933
6104,20,263,1943
6105,17,263,1941
6106,29,263,1911
6107,10,263,1932
6108,21,263,1901
6109,8,263,1896
6110,22,263,1905
6111,2,263,1895
6112,5,263,1900
6113,23,263,1919
6114,27,263,1898
6115,9,263,1890
6116,14,263,1909
6117,31,263,1913
6118,35,263,1937
6119,12,264,1887
6120,1,264,1882
6121,2,264,1895
6122,24,264,1883
6123,5,264,1900
6124,3,264,1892
6125,9,264,1890
6126,10,264,1932
6127,28,264,1944
6128,30,264,1902
6129,16,264,1893
6130,6,264,1929
6131,25,264,1939
6132,31,264,1913
6133,11,264,1885
6134,17,264,1904
6135,7,264,1884
6136,27,264,1898
6137,23,264,1919
6138,15,264,1945
6139,4,264,1886
6140,8,264,1896
6141,21,264,1901
6142,20,264,1946
6143,1,265,1947
6144,4,265,1948
6145,16,265,1949
6146,34,265,1950
6147,3,265,1951
6148,12,265,1952
6149,2,265,1953
6150,20,265,1954
6151,21,265,1955
6152,8,265,1956
6153,31,265,1957
6154,7,265,1958
6155,30,265,1959
6156,10,265,1960
6157,17,265,1961
6158,11,265,1962
6159,9,265,1963
6160,26,265,1964
6161,5,265,1965
6162,6,265,1966
6163,28,265,1967
6164,14,265,1968
6165,1,266,1947
6166,11,266,1962
6167,12,266,1952
6168,3,266,1951
6169,28,266,1967
6170,27,266,1969
6171,16,266,1949
6172,9,266,1963
6173,4,266,1948
6174,5,266,1970
6175,18,266,1971
6176,34,266,1950
6177,21,266,1972
6178,22,266,1973
6179,24,266,1974
6180,20,266,1954
6181,30,266,1959
6182,2,266,1953
6183,26,266,1964
6184,17,266,1961
6185,8,266,1956
6186,6,266,1975
6187,7,266,1958
6188,10,266,1976
6189,15,266,1977
6190,2,267,1953
6191,1,267,1947
6192,4,267,1948
6193,26,267,1964
6194,12,267,1952
6195,30,267,1959
6196,17,267,1961
6197,22,267,1973
6198,8,267,1956
6199,10,267,1976
6200,19,267,1978
6201,28,267,1967
6202,3,267,1951
6203,16,267,1949
6204,27,267,1969
6205,11,267,1962
6206,34,267,1950
6207,9,267,1963
6208,7,267,1958
6209,6,267,1975
6210,21,267,1972
6211,31,267,1957
6212,35,267,1979
6213,5,267,1970
6214,20,267,1954
6215,24,267,1974
6216,18,267,1971
6217,11,268,1962
6218,1,268,1947
6219,6,268,1975
6220,7,268,1958
6221,22,268,1973
6222,8,268,1956
6223,20,268,1954
6224,16,268,1949
6225,19,268,1978
6226,21,268,1972
6227,2,268,1953
6228,26,268,1964
6229,37,268,1980
6230,12,268,1952
6231,17,268,1961
6232,3,268,1951
6233,28,268,1967
6234,35,268,1979
6235,5,268,1966
6236,4,268,1948
6237,9,268,1963
6238,34,268,1950
6239,10,268,1976
6240,30,268,1959
6241,18,268,1971
6242,32,268,1981
6243,25,268,1982
6244,33,268,1983
6245,24,268,1974
6246,31,268,1957
6247,1,269,1947
6248,2,269,1953
6249,26,269,1964
6250,3,269,1951
6251,19,269,1978
6252,12,269,1952
6253,28,269,1967
6254,37,269,1980
6255,17,269,1961
6256,16,269,1949
6257,21,269,1972
6258,32,269,1981
6259,18,269,1971
6260,8,269,1956
6261,22,269,1973
6262,11,269,1962
6263,34,269,1950
6264,24,269,1974
6265,4,269,1948
6266,5,269,1966
6267,33,269,1984
6268,35,269,1979
6269,7,269,1958
6270,10,269,1976
6271,6,269,1975
6272,9,269,1963
6273,30,269,1959
6274,20,269,1954
6275,25,269,1985
6276,1,270,1947
6277,3,270,1951
6278,4,270,1948
6279,34,270,1950
6280,12,270,1952
6281,30,270,1959
6282,16,270,1949
6283,17,270,1961
6284,8,270,1956
6285,28,270,1967
6286,21,270,1972
6287,26,270,1964
6288,22,270,1973
6289,2,270,1953
6290,6,270,1975
6291,10,270,1976
6292,11,270,1962
6293,9,270,1963
6294,19,270,1978
6295,7,270,1958
6296,20,270,1954
6297,38,270,1986
6298,37,270,1980
6299,24,270,1974
6300,35,270,1979
6301,3,271,1951
6302,4,271,1948
6303,1,271,1947
6304,26,271,1964
6305,11,271,1962
6306,2,271,1953
6307,10,271,1976
6308,8,271,1956
6309,16,271,1949
6310,9,271,1963
6311,12,271,1952
6312,17,271,1961
6313,19,271,1978
6314,35,271,1979
6315,18,271,1971
6316,24,271,1974
6317,34,271,1950
6318,5,271,1966
6319,22,271,1973
6320,21,271,1972
6321,37,271,1980
6322,30,271,1959
6323,32,271,1981
6324,6,271,1975
6325,7,271,1958
6326,28,271,1967
6327,33,271,1987
6328,11,272,1962
6329,4,272,1948
6330,28,272,1967
6331,8,272,1956
6332,5,272,1966
6333,3,272,1951
6334,34,272,1950
6335,16,272,1949
6336,35,272,1979
6337,20,272,1954
6338,7,272,1958
6339,17,272,1961
6340,21,272,1972
6341,26,272,1964
6342,12,272,1952
6343,18,272,1971
6344,25,272,1985
6345,22,272,1988
6346,10,272,1976
6347,19,272,1978
6348,9,272,1963
6349,30,272,1959
6350,38,272,1986
6351,2,272,1953
6352,1,272,1947
6353,6,272,1975
6354,24,272,1974
6355,33,272,1989
6356,31,272,1957
6357,32,272,1981
6358,1,273,1947
6359,3,273,1951
6360,28,273,1967
6361,16,273,1949
6362,19,273,1978
6363,30,273,1959
6364,24,273,1974
6365,8,273,1956
6366,17,273,1961
6367,11,273,1962
6368,6,273,1975
6369,10,273,1976
6370,18,273,1971
6371,4,273,1948
6372,7,273,1958
6373,35,273,1979
6374,2,273,1953
6375,26,273,1964
6376,32,273,1990
6377,9,273,1963
6378,38,273,1986
6379,22,273,1973
6380,5,273,1966
6381,12,273,1952
6382,34,273,1950
6383,25,273,1985
6384,20,273,1954
6385,13,273,1991
6386,40,273,1992
6387,33,273,1993
6388,11,274,1962
6389,3,274,1951
6390,12,274,1952
6391,8,274,1956
6392,6,274,1975
6393,77,274,1994
6394,28,274,1967
6395,16,274,1949
6396,2,274,1953
6397,19,274,1978
6398,17,274,1961
6399,5,274,1966
6400,30,274,1959
6401,40,274,1995
6402,25,274,1985
6403,20,274,1996
6404,9,274,1963
6405,4,274,1948
6406,7,274,1958
6407,10,274,1976
6408,34,274,1950
6409,26,274,1964
6410,22,274,1973
6411,1,274,1947
6412,18,274,1971
6413,24,274,1974
6414,33,274,1993
6415,38,274,1986
6416,28,275,1967
6417,26,275,1964
6418,6,275,1975
6419,11,275,1962
6420,5,275,1966
6421,10,275,1976
6422,12,275,1952
6423,24,275,1974
6424,38,275,1986
6425,18,275,1971
6426,39,275,1995
6427,33,275,1993
6428,22,275,1997
6429,32,275,1981
6430,9,275,1963
6431,30,275,1959
6432,8,275,1956
6433,17,275,1961
6434,19,275,1978
6435,34,275,1950
6436,4,275,1948
6437,20,275,1996
6438,16,275,1949
6439,3,275,1951
6440,7,275,1958
6441,11,276,1962
6442,2,276,1953
6443,5,276,1966
6444,16,276,1949
6445,3,276,1951
6446,9,276,1963
6447,4,276,1948
6448,19,276,1978
6449,12,276,1952
6450,17,276,1961
6451,38,276,1986
6452,25,276,1998
6453,22,276,1999
6454,39,276,2000
6455,8,276,1956
6456,26,276,1964
6457,10,276,1976
6458,24,276,1974
6459,28,276,1967
6460,27,276,1980
6461,30,276,1959
6462,7,276,1958
6463,6,276,1975
6464,34,276,1950
6465,18,276,2001
6466,20,276,1996
6467,40,276,1995
6468,10,277,1976
6469,2,277,1953
6470,26,277,1964
6471,1,277,1947
6472,3,277,1951
6473,4,277,1948
6474,9,277,1963
6475,16,277,1949
6476,35,277,2002
6477,22,277,1999
6478,28,277,1967
6479,19,277,1978
6480,6,277,1975
6481,18,277,1971
6482,30,277,1959
6483,24,277,1974
6484,38,277,1986
6485,37,277,1995
6486,17,277,1961
6487,7,277,1994
6488,34,277,1950
6489,5,277,1966
6490,11,277,1962
6491,40,277,1980
6492,8,277,1956
6493,12,277,1952
6494,25,277,1985
6495,20,277,1996
6496,39,277,2003
6497,11,278,1962
6498,4,278,1948
6499,5,278,1966
6500,3,278,1951
6501,12,278,1952
6502,2,278,1953
6503,8,278,1956
6504,1,278,1947
6505,10,278,1976
6506,28,278,1967
6507,16,278,1949
6508,6,278,1975
6509,22,278,1999
6510,9,278,1963
6511,18,278,1971
6512,19,278,1978
6513,7,278,2004
6514,17,278,1961
6515,38,278,1986
6516,25,278,1985
6517,26,278,1964
6518,30,278,1959
6519,34,278,1950
6520,20,278,1996
6521,24,278,1974
6522,21,278,2005
6523,39,278,2003
6524,11,279,1962
6525,3,279,1951
6526,1,279,1947
6527,12,279,1952
6528,34,279,1950
6529,28,279,1967
6530,2,279,1953
6531,19,279,1978
6532,30,279,1959
6533,17,279,1961
6534,18,279,1971
6535,25,279,2006
6536,24,279,1974
6537,21,279,2007
6538,38,279,1986
6539,16,279,1949
6540,9,279,1963
6541,26,279,1964
6542,8,279,1956
6543,7,279,2004
6544,5,279,1966
6545,22,279,1999
6546,6,279,1975
6547,10,279,1976
6548,20,279,1996
6549,4,279,1948
6550,39,279,2003
6551,5,280,1966
6552,4,280,1948
6553,11,280,1962
6554,19,280,1978
6555,2,280,1953
6556,6,280,1975
6557,26,280,1964
6558,24,280,1974
6559,18,280,2008
6560,17,280,1961
6561,51,280,2009
6562,3,280,1951
6563,21,280,2010
6564,16,280,1949
6565,9,280,1963
6566,34,280,1950
6567,12,280,1952
6568,28,280,1967
6569,52,280,2011
6570,20,280,1996
6571,30,280,1959
6572,8,280,1956
6573,1,280,1947
6574,7,280,2004
6575,10,280,1976
6576,54,280,2012
6577,20,281,2013
6578,8,281,2014
6579,12,281,2015
6580,28,281,2016
6581,5,281,2017
6582,22,281,2018
6583,19,281,2019
6584,10,281,2020
6585,16,281,2021
6586,7,281,2022
6587,9,281,2023
6588,26,281,2024
6589,4,281,2025
6590,1,281,2026
6591,2,281,2027
6592,3,281,2028
6593,29,281,2029
6594,11,281,2030
6595,18,281,2031
6596,17,281,2032
6597,6,281,2033
6598,12,282,2015
6599,1,282,2026
6600,11,282,2030
6601,28,282,2016
6602,6,282,2033
6603,17,282,2032
6604,29,282,2029
6605,8,282,2014
6606,16,282,2021
6607,18,282,2031
6608,7,282,2022
6609,26,282,2024
6610,4,282,2025
6611,5,282,2017
6612,9,282,2023
6613,2,282,2027
6614,3,282,2028
6615,22,282,2018
6616,19,282,2019
6617,20,282,2013
6618,10,282,2020
6619,14,282,2034
6620,11,283,2030
6621,20,283,2013
6622,4,283,2025
6623,1,283,2026
6624,2,283,2027
6625,7,283,2022
6626,19,283,2019
6627,12,283,2015
6628,22,283,2018
6629,28,283,2016
6630,18,283,2031
6631,6,283,2033
6632,8,283,2014
6633,30,283,2035
6634,14,283,2034
6635,9,283,2023
6636,10,283,2036
6637,5,283,2017
6638,33,283,2037
6639,26,283,2024
6640,16,283,2021
6641,17,283,2032
6642,3,283,2028
6643,5,284,2017
6644,11,284,2030
6645,20,284,2013
6646,4,284,2025
6647,28,284,2016
6648,34,284,2038
6649,1,284,2026
6650,6,284,2033
6651,26,284,2024
6652,10,284,2039
6653,18,284,2031
6654,3,284,2028
6655,22,284,2018
6656,8,284,2040
6657,17,284,2041
6658,2,284,2027
6659,7,284,2022
6660,16,284,2032
6661,9,284,2023
6662,12,284,2015
6663,30,284,2035
6664,19,284,2019
6665,5,285,2017
6666,12,285,2015
6667,20,285,2013
6668,2,285,2027
6669,6,285,2033
6670,8,285,2040
6671,26,285,2024
6672,3,285,2028
6673,18,285,2031
6674,30,285,2035
6675,10,285,2020
6676,27,285,2042
6677,36,285,2043
6678,28,285,2016
6679,7,285,2022
6680,17,285,2041
6681,24,285,2044
6682,25,285,2045
6683,16,285,2032
6684,37,285,2046
6685,4,285,2025
6686,1,285,2026
6687,22,285,2018
6688,19,285,2019
6689,11,285,2030
6690,34,285,2038
6691,9,285,2023
6692,33,285,2037
6693,38,285,2039
6694,31,285,2047
6695,35,285,2048
6696,20,286,2013
6697,11,286,2030
6698,12,286,2015
6699,2,286,2027
6700,5,286,2017
6701,17,286,2041
6702,26,286,2024
6703,19,286,2019
6704,16,286,2049
6705,22,286,2050
6706,34,286,2038
6707,24,286,2044
6708,6,286,2033
6709,7,286,2022
6710,4,286,2025
6711,18,286,2031
6712,28,286,2016
6713,1,286,2026
6714,8,286,2040
6715,3,286,2028
6716,37,286,2046
6717,33,286,2037
6718,25,286,2045
6719,22,286,2018
6720,9,286,2023
6721,10,286,2020
6722,6,287,2033
6723,11,287,2030
6724,3,287,2028
6725,19,287,2019
6726,17,287,2041
6727,8,287,2040
6728,1,287,2026
6729,4,287,2025
6730,25,287,2045
6731,27,287,2042
6732,34,287,2038
6733,18,287,2051
6734,31,287,2047
6735,37,287,2046
6736,33,287,2037
6737,20,287,2013
6738,2,287,2027
6739,26,287,2024
6740,22,287,2018
6741,12,287,2015
6742,24,287,2044
6743,16,287,2049
6744,10,287,2020
6745,28,287,2016
6746,5,287,2017
6747,7,287,2022
6748,36,287,2043
6749,9,287,2023
6750,35,287,2048
6751,38,287,2052
6752,39,287,2053
6753,26,288,2024
6754,2,288,2027
6755,12,288,2015
6756,4,288,2025
6757,7,288,2022
6758,5,288,2017
6759,22,288,2018
6760,34,288,2038
6761,16,288,2054
6762,8,288,2040
6763,30,288,2055
6764,1,288,2026
6765,24,288,2044
6766,31,288,2047
6767,27,288,2042
6768,25,288,2045
6769,17,288,2041
6770,28,288,2016
6771,6,288,2033
6772,10,288,2020
6773,19,288,2019
6774,11,288,2030
6775,20,288,2013
6776,3,288,2028
6777,9,288,2023
6778,36,288,2043
6779,18,288,2051
6780,33,288,2037
6781,39,288,2053
6782,35,288,2048
6783,32,288,2056
6784,5,289,2017
6785,7,289,2022
6786,1,289,2026
6787,6,289,2033
6788,11,289,2030
6789,12,289,2015
6790,22,289,2018
6791,26,289,2024
6792,2,289,2027
6793,24,289,2044
6794,28,289,2016
6795,3,289,2028
6796,19,289,2019
6797,10,289,2020
6798,20,289,2013
6799,8,289,2040
6800,17,289,2041
6801,37,289,2046
6802,4,289,2025
6803,16,289,2049
6804,31,289,2047
6805,34,289,2038
6806,9,289,2023
6807,27,289,2042
6808,30,289,2055
6809,25,289,2045
6810,18,289,2051
6811,39,289,2053
6812,18,289,2057
6813,35,289,2048
6814,1,290,2026
6815,11,290,2030
6816,6,290,2033
6817,2,290,2027
6818,8,290,2040
6819,26,290,2024
6820,17,290,2041
6821,19,290,2019
6822,34,290,2038
6823,27,290,2042
6824,40,290,2058
6825,18,290,2059
6826,30,290,2055
6827,5,290,2017
6828,12,290,2015
6829,7,290,2022
6830,20,290,2013
6831,28,290,2016
6832,37,290,2046
6833,16,290,2049
6834,4,290,2025
6835,15,290,2060
6836,10,290,2020
6837,3,290,2028
6838,23,290,2061
6839,24,290,2044
6840,9,290,2023
6841,22,290,2018
6842,38,290,2039
6843,36,290,2043
6844,31,290,2047
6845,33,290,2062
6846,35,290,2063
6847,44,290,2064
6848,45,290,2065
6849,32,290,2056
6850,11,291,2030
6851,20,291,2013
6852,8,291,2040
6853,12,291,2015
6854,19,291,2019
6855,23,291,2061
6856,18,291,2059
6857,9,291,2023
6858,3,291,2028
6859,16,291,2049
6860,24,291,2044
6861,5,291,2017
6862,1,291,2026
6863,6,291,2033
6864,2,291,2027
6865,4,291,2025
6866,26,291,2024
6867,25,291,2053
6868,30,291,2055
6869,10,291,2020
6870,7,291,2022
6871,34,291,2038
6872,17,291,2041
6873,35,291,2066
6874,27,291,2042
6875,36,291,2043
6876,28,291,2016
6877,37,291,2046
6878,40,291,2067
6879,17,292,2041
6880,11,292,2030
6881,8,292,2040
6882,12,292,2015
6883,3,292,2028
6884,2,292,2027
6885,24,292,2044
6886,7,292,2022
6887,27,292,2042
6888,30,292,2055
6889,28,292,2016
6890,33,292,2068
6891,4,292,2025
6892,34,292,2038
6893,19,292,2019
6894,18,292,2059
6895,36,292,2043
6896,20,292,2013
6897,1,292,2026
6898,23,292,2061
6899,6,292,2033
6900,16,292,2069
6901,26,292,2024
6902,5,292,2017
6903,10,292,2020
6904,22,292,2018
6905,38,292,2039
6906,39,292,2070
6907,25,292,2053
6908,9,292,2023
6909,11,293,2030
6910,26,293,2024
6911,20,293,2013
6912,28,293,2016
6913,23,293,2061
6914,12,293,2015
6915,8,293,2040
6916,35,293,2068
6917,30,293,2055
6918,10,293,2020
6919,9,293,2023
6920,19,293,2019
6921,16,293,2049
6922,38,293,2071
6923,15,293,2060
6924,6,293,2033
6925,17,293,2041
6926,4,293,2025
6927,3,293,2028
6928,22,293,2018
6929,5,293,2017
6930,24,293,2044
6931,1,293,2026
6932,34,293,2038
6933,7,293,2022
6934,2,293,2027
6935,27,293,2042
6936,37,293,2046
6937,18,293,2059
6938,39,293,2070
6939,33,293,2037
6940,25,293,2053
6941,29,293,2067
6942,32,293,2072
6943,5,294,2017
6944,11,294,2030
6945,17,294,2041
6946,2,294,2027
6947,22,294,2018
6948,3,294,2028
6949,27,294,2042
6950,26,294,2024
6951,24,294,2044
6952,10,294,2020
6953,12,294,2015
6954,16,294,2049
6955,14,294,2073
6956,8,294,2040
6957,1,294,2026
6958,4,294,2025
6959,20,294,2013
6960,15,294,2060
6961,34,294,2038
6962,23,294,2061
6963,19,294,2019
6964,6,294,2033
6965,30,294,2055
6966,7,294,2022
6967,9,294,2023
6968,28,294,2016
6969,18,294,2074
6970,38,294,2071
6971,36,294,2043
6972,25,294,2070
6973,29,294,2067
6974,33,294,2068
6975,41,294,2075
6976,21,294,2076
6977,1,295,2026
6978,5,295,2017
6979,20,295,2013
6980,11,295,2030
6981,22,295,2018
6982,12,295,2015
6983,26,295,2024
6984,24,295,2044
6985,16,295,2077
6986,30,295,2055
6987,18,295,2031
6988,7,295,2022
6989,28,295,2016
6990,4,295,2025
6991,9,295,2023
6992,3,295,2028
6993,25,295,2070
6994,27,295,2042
6995,19,295,2019
6996,15,295,2060
6997,6,295,2033
6998,8,295,2040
6999,10,295,2020
7000,2,295,2027
7001,14,295,2078
7002,17,295,2041
7003,23,295,2061
7004,20,296,2013
7005,4,296,2025
7006,2,296,2027
7007,17,296,2041
7008,23,296,2061
7009,19,296,2019
7010,14,296,2078
7011,9,296,2023
7012,5,296,2017
7013,16,296,2049
7014,30,296,2055
7015,21,296,2079
7016,1,296,2026
7017,27,296,2042
7018,3,296,2028
7019,24,296,2044
7020,18,296,2031
7021,10,296,2020
7022,28,296,2016
7023,12,296,2015
7024,8,296,2040
7025,6,296,2033
7026,26,296,2024
7027,7,296,2022
7028,22,296,2018
7029,25,296,2070
7030,15,296,2060
7031,1,297,2026
7032,12,297,2015
7033,4,297,2025
7034,17,297,2041
7035,26,297,2024
7036,16,297,2049
7037,8,297,2040
7038,19,297,2019
7039,50,297,2080
7040,20,297,2013
7041,52,297,2081
7042,9,297,2023
7043,6,297,2033
7044,22,297,2018
7045,7,297,2022
7046,2,297,2027
7047,23,297,2061
7048,3,297,2028
7049,11,297,2079
7050,27,297,2082
7051,5,297,2017
7052,51,297,2083
7053,18,297,2031
7054,5,298,2084
7055,1,298,2085
7056,4,298,2086
7057,7,298,2087
7058,6,298,2088
7059,8,298,2089
7060,11,298,2090
7061,12,298,2091
7062,14,298,2092
7063,20,298,2093
7064,9,298,2094
7065,10,298,2095
7066,30,298,2096
7067,3,298,2097
7068,17,298,2098
7069,26,298,2099
7070,16,298,2100
7071,19,298,2101
7072,2,298,2102
7073,27,298,2103
7074,22,298,2104
7075,23,298,2105
7076,37,298,2106
7077,18,298,2107
7078,25,298,2108
7079,32,298,2109
7080,24,298,2110
7081,11,299,2090
7082,14,299,2092
7083,1,299,2085
7084,5,299,2084
7085,17,299,2098
7086,3,299,2097
7087,9,299,2094
7088,2,299,2102
7089,26,299,2099
7090,36,299,2111
7091,27,299,2103
7092,25,299,2108
7093,12,299,2091
7094,8,299,2089
7095,7,299,2087
7096,16,299,2100
7097,20,299,2093
7098,6,299,2088
7099,22,299,2104
7100,30,299,2096
7101,4,299,2086
7102,18,299,2107
7103,23,299,2105
7104,10,299,2095
7105,37,299,2106
7106,32,299,2109
7107,19,299,2101
7108,24,299,2110
7109,6,300,2088
7110,4,300,2086
7111,2,300,2102
7112,27,300,2103
7113,26,300,2099
7114,3,300,2097
7115,5,300,2084
7116,10,300,2095
7117,36,300,2112
7118,25,300,2108
7119,30,300,2096
7120,19,300,2101
7121,35,300,2111
7122,20,300,2093
7123,8,300,2089
7124,12,300,2091
7125,11,300,2090
7126,1,300,2085
7127,18,300,2107
7128,9,300,2094
7129,37,300,2106
7130,15,300,2113
7131,32,300,2114
7132,14,300,2092
7133,24,300,2115
7134,7,300,2087
7135,31,300,2116
7136,17,300,2098
7137,23,300,2105
7138,16,300,2100
7139,11,301,2090
7140,5,301,2084
7141,4,301,2086
7142,6,301,2088
7143,26,301,2099
7144,35,301,2111
7145,27,301,2103
7146,14,301,2092
7147,36,301,2112
7148,17,301,2098
7149,10,301,2095
7150,8,301,2089
7151,20,301,2093
7152,19,301,2101
7153,15,301,2113
7154,12,301,2091
7155,1,301,2085
7156,3,301,2097
7157,37,301,2106
7158,9,301,2094
7159,2,301,2102
7160,7,301,2087
7161,18,301,2107
7162,16,301,2100
7163,30,301,2096
7164,22,301,2105
7165,32,301,2114
7166,25,301,2108
7167,39,301,2117
7168,24,301,2118
7169,4,302,2086
7170,1,302,2085
7171,20,302,2093
7172,2,302,2102
7173,3,302,2097
7174,35,302,2111
7175,8,302,2089
7176,11,302,2090
7177,14,302,2092
7178,15,302,2113
7179,5,302,2084
7180,12,302,2091
7181,6,302,2088
7182,7,302,2087
7183,36,302,2112
7184,27,302,2103
7185,22,302,2119
7186,16,302,2100
7187,26,302,2099
7188,18,302,2107
7189,9,302,2094
7190,17,302,2098
7191,10,302,2095
7192,19,302,2101
