date,driver_number,session_key,meeting_key,recording_url
2023-09-15T09:40:43.005000+00:00,11,9158,1219,https://livetiming.formula1.com/static/2023/2023-09-17_Singapore_Grand_Prix/2023-09-15_Practice_1/TeamRadio/SERPER01_11_20230915_104008.mp3
2023-09-15T10:32:47.325000+00:00,11,9158,1219,https://livetiming.formula1.com/static/2023/2023-09-17_Singapore_Grand_Prix/2023-09-15_Practice_1/TeamRadio/SERPER01_11_20230915_113201.mp3
