meeting_name,meeting_official_name,location,country_key,country_code,country_name,circuit_key,circuit_short_name,date_start,gmt_offset,meeting_key,year
Singapore Grand Prix,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023,Marina Bay,157,SGP,Singapore,61,Singapore,2023-09-15T09:30:00+00:00,08:00:00,1219,2023
