id,year,round_number,session_number,position,points,win_count,highest_finish,is_eligible,adjustment_type,driver_id,round_id,season_id,session_id
1,1950,1,2,1,9,1,1,t,0,1,1,,1
2,1950,1,2,2,6,0,2,t,0,2,1,,1
3,1950,1,2,3,4,0,3,t,0,3,1,,1
4,1950,1,2,4,3,0,4,t,0,4,1,,1
5,1950,1,2,5,2,0,5,t,0,5,1,,1
6,1950,1,2,,0,0,6,f,0,6,1,,1
7,1950,1,2,,0,0,7,f,0,7,1,,1
8,1950,1,2,,0,0,8,f,0,8,1,,1
9,1950,1,2,,0,0,9,f,0,9,1,,1
10,1950,1,2,,0,0,10,f,0,10,1,,1
11,1950,1,2,,0,0,10,f,0,11,1,,1
12,1950,1,2,,0,0,11,f,0,12,1,,1
13,1950,1,2,,0,0,,f,0,13,1,,1
14,1950,1,2,,0,0,,f,0,14,1,,1
15,1950,1,2,,0,0,,f,0,15,1,,1
16,1950,1,2,,0,0,,f,0,16,1,,1
17,1950,1,2,,0,0,,f,0,17,1,,1
18,1950,1,2,,0,0,,f,0,18,1,,1
19,1950,1,2,,0,0,,f,0,19,1,,1
20,1950,1,2,,0,0,,f,0,20,1,,1
21,1950,1,2,,0,0,,f,0,21,1,,1
22,1950,1,2,,0,0,,f,0,22,1,,1
23,1950,1,2,,0,0,,f,0,23,1,,1
24,1950,2,2,1,9,1,1,t,0,1,2,,4
25,1950,2,2,2,9,1,1,t,0,13,2,,4
26,1950,2,2,3,6,0,2,t,0,2,2,,4
27,1950,2,2,4,6,0,2,t,0,24,2,,4
28,1950,2,2,5,4,0,3,t,0,19,2,,4
29,1950,2,2,6,4,0,3,t,0,3,2,,4
30,1950,2,2,7,3,0,4,t,0,4,2,,4
31,1950,2,2,8,3,0,4,t,0,25,2,,4
32,1950,2,2,9,2,0,5,t,0,5,2,,4
33,1950,2,2,10,2,0,5,t,0,15,2,,4
34,1950,2,2,,0,0,6,f,0,6,2,,4
35,1950,2,2,,0,0,7,f,0,12,2,,4
36,1950,2,2,,0,0,7,f,0,7,2,,4
37,1950,2,2,,0,0,8,f,0,8,2,,4
38,1950,2,2,,0,0,9,f,0,9,2,,4
39,1950,2,2,,0,0,10,f,0,10,2,,4
40,1950,2,2,,0,0,10,f,0,11,2,,4
41,1950,2,2,,0,0,,f,0,26,2,,4
42,1950,2,2,,0,0,,f,0,27,2,,4
43,1950,2,2,,0,0,,f,0,14,2,,4
44,1950,2,2,,0,0,,f,0,28,2,,4
45,1950,2,2,,0,0,,f,0,18,2,,4
46,1950,2,2,,0,0,,f,0,16,2,,4
47,1950,2,2,,0,0,,f,0,17,2,,4
48,1950,2,2,,0,0,,f,0,29,2,,4
49,1950,2,2,,0,0,,f,0,30,2,,4
50,1950,2,2,,0,0,,f,0,20,2,,4
51,1950,2,2,,0,0,,f,0,31,2,,4
52,1950,2,2,,0,0,,f,0,21,2,,4
53,1950,2,2,,0,0,,f,0,22,2,,4
54,1950,2,2,,0,0,,f,0,32,2,,4
55,1950,2,2,,0,0,,f,0,23,2,,4
56,1950,2,2,,0,0,,f,0,33,2,,4
57,1950,3,2,1,9,1,1,t,0,1,3,,7
58,1950,3,2,2,9,1,1,t,0,13,3,,7
59,1950,3,2,3,9,1,1,t,0,34,3,,7
60,1950,3,2,4,6,0,2,t,0,2,3,,7
61,1950,3,2,5,6,0,2,t,0,24,3,,7
62,1950,3,2,6,6,0,2,t,0,35,3,,7
63,1950,3,2,7,4,0,3,t,0,19,3,,7
64,1950,3,2,8,4,0,3,t,0,3,3,,7
65,1950,3,2,9,4,0,3,t,0,36,3,,7
66,1950,3,2,10,3,0,4,t,0,4,3,,7
67,1950,3,2,11,3,0,4,t,0,25,3,,7
68,1950,3,2,12,3,0,4,t,0,37,3,,7
69,1950,3,2,13,2,0,5,t,0,5,3,,7
70,1950,3,2,14,2,0,5,t,0,15,3,,7
71,1950,3,2,15,1,0,5,t,0,38,3,,7
72,1950,3,2,16,1,0,5,t,0,39,3,,7
73,1950,3,2,,0,0,6,f,0,6,3,,7
74,1950,3,2,,0,0,6,f,0,40,3,,7
75,1950,3,2,,0,0,7,f,0,12,3,,7
76,1950,3,2,,0,0,7,f,0,7,3,,7
77,1950,3,2,,0,0,7,f,0,41,3,,7
78,1950,3,2,,0,0,8,f,0,8,3,,7
79,1950,3,2,,0,0,8,f,0,42,3,,7
80,1950,3,2,,0,0,9,f,0,9,3,,7
81,1950,3,2,,0,0,9,f,0,43,3,,7
82,1950,3,2,,0,0,10,f,0,10,3,,7
83,1950,3,2,,0,0,10,f,0,11,3,,7
84,1950,3,2,,0,0,10,f,0,44,3,,7
85,1950,3,2,,0,0,11,f,0,45,3,,7
86,1950,3,2,,0,0,12,f,0,46,3,,7
87,1950,3,2,,0,0,13,f,0,47,3,,7
88,1950,3,2,,0,0,14,f,0,48,3,,7
89,1950,3,2,,0,0,15,f,0,49,3,,7
90,1950,3,2,,0,0,16,f,0,50,3,,7
91,1950,3,2,,0,0,17,f,0,51,3,,7
92,1950,3,2,,0,0,18,f,0,52,3,,7
93,1950,3,2,,0,0,19,f,0,53,3,,7
94,1950,3,2,,0,0,20,f,0,54,3,,7
95,1950,3,2,,0,0,21,f,0,55,3,,7
96,1950,3,2,,0,0,22,f,0,56,3,,7
97,1950,3,2,,0,0,23,f,0,57,3,,7
98,1950,3,2,,0,0,24,f,0,58,3,,7
99,1950,3,2,,0,0,,f,0,26,3,,7
100,1950,3,2,,0,0,,f,0,27,3,,7
101,1950,3,2,,0,0,,f,0,14,3,,7
102,1950,3,2,,0,0,,f,0,28,3,,7
103,1950,3,2,,0,0,,f,0,18,3,,7
104,1950,3,2,,0,0,,f,0,16,3,,7
105,1950,3,2,,0,0,,f,0,17,3,,7
106,1950,3,2,,0,0,,f,0,29,3,,7
107,1950,3,2,,0,0,,f,0,30,3,,7
108,1950,3,2,,0,0,,f,0,20,3,,7
109,1950,3,2,,0,0,,f,0,31,3,,7
110,1950,3,2,,0,0,,f,0,21,3,,7
111,1950,3,2,,0,0,,f,0,22,3,,7
112,1950,3,2,,0,0,,f,0,32,3,,7
113,1950,3,2,,0,0,,f,0,23,3,,7
114,1950,3,2,,0,0,,f,0,33,3,,7
115,1950,3,2,,0,0,,f,0,59,3,,7
116,1950,3,2,,0,0,,f,0,60,3,,7
117,1950,3,2,,0,0,,f,0,61,3,,7
118,1950,3,2,,0,0,,f,0,62,3,,7
119,1950,3,2,,0,0,,f,0,63,3,,7
120,1950,3,2,,0,0,,f,0,64,3,,7
121,1950,3,2,,0,0,,f,0,65,3,,7
122,1950,3,2,,0,0,,f,0,66,3,,7
123,1950,3,2,,0,0,,f,0,67,3,,7
124,1950,4,2,1,18,2,1,t,0,1,4,,10
125,1950,4,2,2,12,0,2,t,0,2,4,,10
126,1950,4,2,3,9,1,1,t,0,13,4,,10
127,1950,4,2,4,9,1,1,t,0,34,4,,10
128,1950,4,2,5,6,0,2,t,0,24,4,,10
129,1950,4,2,6,6,0,2,t,0,35,4,,10
130,1950,4,2,7,6,0,3,t,0,5,4,,10
131,1950,4,2,8,5,0,4,t,0,15,4,,10
132,1950,4,2,9,4,0,3,t,0,19,4,,10
133,1950,4,2,10,4,0,3,t,0,3,4,,10
134,1950,4,2,11,4,0,3,t,0,36,4,,10
135,1950,4,2,12,3,0,4,t,0,25,4,,10
136,1950,4,2,13,3,0,4,t,0,4,4,,10
137,1950,4,2,14,3,0,4,t,0,37,4,,10
138,1950,4,2,15,2,0,5,t,0,68,4,,10
139,1950,4,2,16,1,0,5,t,0,38,4,,10
140,1950,4,2,17,1,0,5,t,0,39,4,,10
141,1950,4,2,,0,0,6,f,0,6,4,,10
142,1950,4,2,,0,0,6,f,0,18,4,,10
143,1950,4,2,,0,0,6,f,0,40,4,,10
144,1950,4,2,,0,0,7,f,0,12,4,,10
145,1950,4,2,,0,0,7,f,0,7,4,,10
146,1950,4,2,,0,0,7,f,0,41,4,,10
147,1950,4,2,,0,0,7,f,0,69,4,,10
148,1950,4,2,,0,0,8,f,0,8,4,,10
149,1950,4,2,,0,0,8,f,0,31,4,,10
150,1950,4,2,,0,0,8,f,0,42,4,,10
151,1950,4,2,,0,0,9,f,0,9,4,,10
152,1950,4,2,,0,0,9,f,0,43,4,,10
153,1950,4,2,,0,0,10,f,0,10,4,,10
154,1950,4,2,,0,0,10,f,0,11,4,,10
155,1950,4,2,,0,0,10,f,0,44,4,,10
156,1950,4,2,,0,0,11,f,0,45,4,,10
157,1950,4,2,,0,0,11,f,0,70,4,,10
158,1950,4,2,,0,0,12,f,0,46,4,,10
159,1950,4,2,,0,0,13,f,0,47,4,,10
160,1950,4,2,,0,0,14,f,0,48,4,,10
161,1950,4,2,,0,0,15,f,0,49,4,,10
162,1950,4,2,,0,0,16,f,0,50,4,,10
163,1950,4,2,,0,0,17,f,0,51,4,,10
164,1950,4,2,,0,0,18,f,0,52,4,,10
165,1950,4,2,,0,0,19,f,0,53,4,,10
166,1950,4,2,,0,0,20,f,0,54,4,,10
167,1950,4,2,,0,0,21,f,0,55,4,,10
168,1950,4,2,,0,0,22,f,0,56,4,,10
169,1950,4,2,,0,0,23,f,0,57,4,,10
170,1950,4,2,,0,0,24,f,0,58,4,,10
171,1950,4,2,,0,0,,f,0,26,4,,10
172,1950,4,2,,0,0,,f,0,27,4,,10
173,1950,4,2,,0,0,,f,0,14,4,,10
174,1950,4,2,,0,0,,f,0,20,4,,10
175,1950,4,2,,0,0,,f,0,28,4,,10
176,1950,4,2,,0,0,,f,0,16,4,,10
177,1950,4,2,,0,0,,f,0,17,4,,10
178,1950,4,2,,0,0,,f,0,29,4,,10
179,1950,4,2,,0,0,,f,0,30,4,,10
180,1950,4,2,,0,0,,f,0,21,4,,10
181,1950,4,2,,0,0,,f,0,22,4,,10
182,1950,4,2,,0,0,,f,0,32,4,,10
183,1950,4,2,,0,0,,f,0,23,4,,10
184,1950,4,2,,0,0,,f,0,33,4,,10
185,1950,4,2,,0,0,,f,0,59,4,,10
186,1950,4,2,,0,0,,f,0,60,4,,10
187,1950,4,2,,0,0,,f,0,61,4,,10
188,1950,4,2,,0,0,,f,0,62,4,,10
189,1950,4,2,,0,0,,f,0,63,4,,10
190,1950,4,2,,0,0,,f,0,64,4,,10
191,1950,4,2,,0,0,,f,0,65,4,,10
192,1950,4,2,,0,0,,f,0,66,4,,10
193,1950,4,2,,0,0,,f,0,67,4,,10
194,1950,5,2,1,22,2,1,t,0,1,5,,13
195,1950,5,2,2,18,0,2,t,0,2,5,,13
196,1950,5,2,3,17,2,1,t,0,13,5,,13
197,1950,5,2,4,10,0,3,t,0,5,5,,13
198,1950,5,2,5,9,1,1,t,0,34,5,,13
199,1950,5,2,6,8,0,2,t,0,24,5,,13
200,1950,5,2,7,6,0,2,t,0,35,5,,13
201,1950,5,2,8,5,0,4,t,0,15,5,,13
202,1950,5,2,9,4,0,3,t,0,19,5,,13
203,1950,5,2,10,4,0,3,t,0,3,5,,13
204,1950,5,2,11,4,0,3,t,0,36,5,,13
205,1950,5,2,12,3,0,4,t,0,25,5,,13
206,1950,5,2,13,3,0,4,t,0,4,5,,13
207,1950,5,2,14,3,0,4,t,0,37,5,,13
208,1950,5,2,15,2,0,5,t,0,68,5,,13
209,1950,5,2,16,1,0,5,t,0,38,5,,13
210,1950,5,2,17,1,0,5,t,0,39,5,,13
211,1950,5,2,,0,0,6,f,0,6,5,,13
212,1950,5,2,,0,0,6,f,0,26,5,,13
213,1950,5,2,,0,0,6,f,0,18,5,,13
214,1950,5,2,,0,0,6,f,0,40,5,,13
215,1950,5,2,,0,0,7,f,0,12,5,,13
216,1950,5,2,,0,0,7,f,0,7,5,,13
217,1950,5,2,,0,0,7,f,0,41,5,,13
218,1950,5,2,,0,0,7,f,0,69,5,,13
219,1950,5,2,,0,0,7,f,0,71,5,,13
220,1950,5,2,,0,0,8,f,0,8,5,,13
221,1950,5,2,,0,0,8,f,0,31,5,,13
222,1950,5,2,,0,0,8,f,0,42,5,,13
223,1950,5,2,,0,0,9,f,0,17,5,,13
224,1950,5,2,,0,0,9,f,0,9,5,,13
225,1950,5,2,,0,0,9,f,0,43,5,,13
226,1950,5,2,,0,0,10,f,0,70,5,,13
227,1950,5,2,,0,0,10,f,0,10,5,,13
228,1950,5,2,,0,0,10,f,0,11,5,,13
229,1950,5,2,,0,0,10,f,0,44,5,,13
230,1950,5,2,,0,0,11,f,0,45,5,,13
231,1950,5,2,,0,0,12,f,0,46,5,,13
232,1950,5,2,,0,0,13,f,0,47,5,,13
233,1950,5,2,,0,0,14,f,0,48,5,,13
234,1950,5,2,,0,0,15,f,0,49,5,,13
235,1950,5,2,,0,0,16,f,0,50,5,,13
236,1950,5,2,,0,0,17,f,0,51,5,,13
237,1950,5,2,,0,0,18,f,0,52,5,,13
238,1950,5,2,,0,0,19,f,0,53,5,,13
239,1950,5,2,,0,0,20,f,0,54,5,,13
240,1950,5,2,,0,0,21,f,0,55,5,,13
241,1950,5,2,,0,0,22,f,0,56,5,,13
242,1950,5,2,,0,0,23,f,0,57,5,,13
243,1950,5,2,,0,0,24,f,0,58,5,,13
244,1950,5,2,,0,0,,f,0,27,5,,13
245,1950,5,2,,0,0,,f,0,72,5,,13
246,1950,5,2,,0,0,,f,0,14,5,,13
247,1950,5,2,,0,0,,f,0,20,5,,13
248,1950,5,2,,0,0,,f,0,28,5,,13
249,1950,5,2,,0,0,,f,0,16,5,,13
250,1950,5,2,,0,0,,f,0,29,5,,13
251,1950,5,2,,0,0,,f,0,30,5,,13
252,1950,5,2,,0,0,,f,0,21,5,,13
253,1950,5,2,,0,0,,f,0,22,5,,13
254,1950,5,2,,0,0,,f,0,32,5,,13
255,1950,5,2,,0,0,,f,0,23,5,,13
256,1950,5,2,,0,0,,f,0,33,5,,13
257,1950,5,2,,0,0,,f,0,59,5,,13
258,1950,5,2,,0,0,,f,0,60,5,,13
259,1950,5,2,,0,0,,f,0,61,5,,13
260,1950,5,2,,0,0,,f,0,62,5,,13
261,1950,5,2,,0,0,,f,0,63,5,,13
262,1950,5,2,,0,0,,f,0,64,5,,13
263,1950,5,2,,0,0,,f,0,65,5,,13
264,1950,5,2,,0,0,,f,0,66,5,,13
265,1950,5,2,,0,0,,f,0,67,5,,13
266,1950,6,2,1,26,3,1,t,0,13,6,,16
267,1950,6,2,2,24,0,2,t,0,2,6,,16
268,1950,6,2,3,22,2,1,t,0,1,6,,16
269,1950,6,2,4,10,0,3,t,0,5,6,,16
270,1950,6,2,5,9,1,1,t,0,34,6,,16
271,1950,6,2,6,8,0,2,t,0,24,6,,16
272,1950,6,2,7,6,0,2,t,0,35,6,,16
273,1950,6,2,8,5,0,4,t,0,15,6,,16
274,1950,6,2,9,4,0,3,t,0,19,6,,16
275,1950,6,2,10,4,0,3,t,0,3,6,,16
276,1950,6,2,11,4,0,3,t,0,32,6,,16
277,1950,6,2,12,4,0,3,t,0,36,6,,16
278,1950,6,2,13,3,0,4,t,0,4,6,,16
279,1950,6,2,14,3,0,4,t,0,25,6,,16
280,1950,6,2,15,3,0,4,t,0,28,6,,16
281,1950,6,2,16,3,0,4,t,0,37,6,,16
282,1950,6,2,17,2,0,5,t,0,68,6,,16
283,1950,6,2,18,1,0,5,t,0,8,6,,16
284,1950,6,2,19,1,0,5,t,0,72,6,,16
285,1950,6,2,20,1,0,5,t,0,38,6,,16
286,1950,6,2,21,1,0,5,t,0,39,6,,16
287,1950,6,2,,0,0,6,f,0,6,6,,16
288,1950,6,2,,0,0,6,f,0,26,6,,16
289,1950,6,2,,0,0,6,f,0,18,6,,16
290,1950,6,2,,0,0,6,f,0,40,6,,16
291,1950,6,2,,0,0,6,f,0,73,6,,16
292,1950,6,2,,0,0,7,f,0,12,6,,16
293,1950,6,2,,0,0,7,f,0,71,6,,16
294,1950,6,2,,0,0,7,f,0,7,6,,16
295,1950,6,2,,0,0,7,f,0,41,6,,16
296,1950,6,2,,0,0,7,f,0,69,6,,16
297,1950,6,2,,0,0,8,f,0,31,6,,16
298,1950,6,2,,0,0,8,f,0,42,6,,16
299,1950,6,2,,0,0,9,f,0,9,6,,16
300,1950,6,2,,0,0,9,f,0,17,6,,16
301,1950,6,2,,0,0,9,f,0,43,6,,16
302,1950,6,2,,0,0,10,f,0,70,6,,16
303,1950,6,2,,0,0,10,f,0,10,6,,16
304,1950,6,2,,0,0,10,f,0,11,6,,16
305,1950,6,2,,0,0,10,f,0,44,6,,16
306,1950,6,2,,0,0,11,f,0,45,6,,16
307,1950,6,2,,0,0,12,f,0,46,6,,16
308,1950,6,2,,0,0,13,f,0,47,6,,16
309,1950,6,2,,0,0,14,f,0,48,6,,16
310,1950,6,2,,0,0,15,f,0,49,6,,16
311,1950,6,2,,0,0,16,f,0,50,6,,16
312,1950,6,2,,0,0,17,f,0,51,6,,16
313,1950,6,2,,0,0,18,f,0,52,6,,16
314,1950,6,2,,0,0,19,f,0,53,6,,16
315,1950,6,2,,0,0,20,f,0,54,6,,16
316,1950,6,2,,0,0,21,f,0,55,6,,16
317,1950,6,2,,0,0,22,f,0,56,6,,16
318,1950,6,2,,0,0,23,f,0,57,6,,16
319,1950,6,2,,0,0,24,f,0,58,6,,16
320,1950,6,2,,0,0,,f,0,27,6,,16
321,1950,6,2,,0,0,,f,0,14,6,,16
322,1950,6,2,,0,0,,f,0,30,6,,16
323,1950,6,2,,0,0,,f,0,20,6,,16
324,1950,6,2,,0,0,,f,0,16,6,,16
325,1950,6,2,,0,0,,f,0,29,6,,16
326,1950,6,2,,0,0,,f,0,21,6,,16
327,1950,6,2,,0,0,,f,0,22,6,,16
328,1950,6,2,,0,0,,f,0,23,6,,16
329,1950,6,2,,0,0,,f,0,33,6,,16
330,1950,6,2,,0,0,,f,0,59,6,,16
331,1950,6,2,,0,0,,f,0,60,6,,16
332,1950,6,2,,0,0,,f,0,61,6,,16
333,1950,6,2,,0,0,,f,0,62,6,,16
334,1950,6,2,,0,0,,f,0,63,6,,16
335,1950,6,2,,0,0,,f,0,64,6,,16
336,1950,6,2,,0,0,,f,0,65,6,,16
337,1950,6,2,,0,0,,f,0,66,6,,16
338,1950,6,2,,0,0,,f,0,67,6,,16
339,1950,7,2,1,30,3,1,t,0,1,7,1,19
340,1950,7,2,2,27,3,1,t,0,13,7,1,19
341,1950,7,2,3,24,0,2,t,0,2,7,1,19
342,1950,7,2,4,13,0,3,t,0,5,7,1,19
343,1950,7,2,5,11,0,2,t,0,24,7,1,19
344,1950,7,2,6,9,1,1,t,0,34,7,1,19
345,1950,7,2,7,6,0,2,t,0,35,7,1,19
346,1950,7,2,8,5,0,4,t,0,15,7,1,19
347,1950,7,2,9,4,0,3,t,0,32,7,1,19
348,1950,7,2,10,4,0,3,t,0,19,7,1,19
349,1950,7,2,11,4,0,3,t,0,3,7,1,19
350,1950,7,2,12,4,0,3,t,0,36,7,1,19
351,1950,7,2,13,3,0,2,t,0,74,7,1,19
352,1950,7,2,14,3,0,4,t,0,4,7,1,19
353,1950,7,2,15,3,0,4,t,0,25,7,1,19
354,1950,7,2,16,3,0,4,t,0,28,7,1,19
355,1950,7,2,17,3,0,4,t,0,37,7,1,19
356,1950,7,2,18,3,0,5,t,0,8,7,1,19
357,1950,7,2,19,2,0,5,t,0,68,7,1,19
358,1950,7,2,20,1,0,5,t,0,72,7,1,19
359,1950,7,2,21,1,0,5,t,0,38,7,1,19
360,1950,7,2,22,1,0,5,t,0,39,7,1,19
361,1950,7,2,,0,0,6,f,0,18,7,1,19
362,1950,7,2,,0,0,6,f,0,6,7,1,19
363,1950,7,2,,0,0,6,f,0,26,7,1,19
364,1950,7,2,,0,0,6,f,0,40,7,1,19
365,1950,7,2,,0,0,6,f,0,73,7,1,19
366,1950,7,2,,0,0,7,f,0,12,7,1,19
367,1950,7,2,,0,0,7,f,0,71,7,1,19
368,1950,7,2,,0,0,7,f,0,7,7,1,19
369,1950,7,2,,0,0,7,f,0,41,7,1,19
370,1950,7,2,,0,0,7,f,0,69,7,1,19
371,1950,7,2,,0,0,8,f,0,31,7,1,19
372,1950,7,2,,0,0,8,f,0,42,7,1,19
373,1950,7,2,,0,0,9,f,0,9,7,1,19
374,1950,7,2,,0,0,9,f,0,17,7,1,19
375,1950,7,2,,0,0,9,f,0,43,7,1,19
376,1950,7,2,,0,0,10,f,0,70,7,1,19
377,1950,7,2,,0,0,10,f,0,10,7,1,19
378,1950,7,2,,0,0,10,f,0,11,7,1,19
379,1950,7,2,,0,0,10,f,0,44,7,1,19
380,1950,7,2,,0,0,11,f,0,45,7,1,19
381,1950,7,2,,0,0,12,f,0,46,7,1,19
382,1950,7,2,,0,0,13,f,0,47,7,1,19
383,1950,7,2,,0,0,14,f,0,48,7,1,19
384,1950,7,2,,0,0,15,f,0,49,7,1,19
385,1950,7,2,,0,0,16,f,0,50,7,1,19
386,1950,7,2,,0,0,17,f,0,51,7,1,19
387,1950,7,2,,0,0,18,f,0,52,7,1,19
388,1950,7,2,,0,0,19,f,0,53,7,1,19
389,1950,7,2,,0,0,20,f,0,54,7,1,19
390,1950,7,2,,0,0,21,f,0,55,7,1,19
391,1950,7,2,,0,0,22,f,0,56,7,1,19
392,1950,7,2,,0,0,23,f,0,57,7,1,19
393,1950,7,2,,0,0,24,f,0,58,7,1,19
394,1950,7,2,,0,0,,f,0,16,7,1,19
395,1950,7,2,,0,0,,f,0,27,7,1,19
396,1950,7,2,,0,0,,f,0,75,7,1,19
397,1950,7,2,,0,0,,f,0,30,7,1,19
398,1950,7,2,,0,0,,f,0,14,7,1,19
399,1950,7,2,,0,0,,f,0,76,7,1,19
400,1950,7,2,,0,0,,f,0,20,7,1,19
401,1950,7,2,,0,0,,f,0,29,7,1,19
402,1950,7,2,,0,0,,f,0,77,7,1,19
403,1950,7,2,,0,0,,f,0,78,7,1,19
404,1950,7,2,,0,0,,f,0,21,7,1,19
405,1950,7,2,,0,0,,f,0,22,7,1,19
406,1950,7,2,,0,0,,f,0,79,7,1,19
407,1950,7,2,,0,0,,f,0,23,7,1,19
408,1950,7,2,,0,0,,f,0,33,7,1,19
409,1950,7,2,,0,0,,f,0,80,7,1,19
410,1950,7,2,,0,0,,f,0,59,7,1,19
411,1950,7,2,,0,0,,f,0,60,7,1,19
412,1950,7,2,,0,0,,f,0,81,7,1,19
413,1950,7,2,,0,0,,f,0,61,7,1,19
414,1950,7,2,,0,0,,f,0,62,7,1,19
415,1950,7,2,,0,0,,f,0,63,7,1,19
416,1950,7,2,,0,0,,f,0,64,7,1,19
417,1950,7,2,,0,0,,f,0,65,7,1,19
418,1950,7,2,,0,0,,f,0,66,7,1,19
419,1950,7,2,,0,0,,f,0,67,7,1,19
420,1951,1,2,1,9,1,1,t,0,13,8,,22
421,1951,1,2,2,6,0,2,t,0,76,8,,22
422,1951,1,2,3,4,0,3,t,0,1,8,,22
423,1951,1,2,4,3,0,4,t,0,80,8,,22
424,1951,1,2,5,2,0,5,t,0,18,8,,22
425,1951,1,2,,0,0,6,f,0,24,8,,22
426,1951,1,2,,0,0,7,f,0,19,8,,22
427,1951,1,2,,0,0,8,f,0,82,8,,22
428,1951,1,2,,0,0,9,f,0,5,8,,22
429,1951,1,2,,0,0,10,f,0,8,8,,22
430,1951,1,2,,0,0,11,f,0,83,8,,22
431,1951,1,2,,0,0,12,f,0,31,8,,22
432,1951,1,2,,0,0,13,f,0,12,8,,22
433,1951,1,2,,0,0,14,f,0,75,8,,22
434,1951,1,2,,0,0,,f,0,32,8,,22
435,1951,1,2,,0,0,,f,0,78,8,,22
436,1951,1,2,,0,0,,f,0,84,8,,22
437,1951,1,2,,0,0,,f,0,4,8,,22
438,1951,1,2,,0,0,,f,0,26,8,,22
439,1951,1,2,,0,0,,f,0,27,8,,22
440,1951,1,2,,0,0,,f,0,85,8,,22
441,1951,2,2,1,9,1,1,t,0,13,9,,25
442,1951,2,2,2,9,1,1,t,0,40,9,,25
443,1951,2,2,3,6,0,2,t,0,76,9,,25
444,1951,2,2,4,6,0,2,t,0,86,9,,25
445,1951,2,2,5,4,0,3,t,0,1,9,,25
446,1951,2,2,6,3,0,4,t,0,80,9,,25
447,1951,2,2,7,3,0,4,t,0,88,9,,25
448,1951,2,2,8,2,0,3,t,0,48,9,,25
449,1951,2,2,9,2,0,3,t,0,87,9,,25
450,1951,2,2,10,2,0,5,t,0,18,9,,25
451,1951,2,2,11,2,0,5,t,0,89,9,,25
452,1951,2,2,,0,0,6,f,0,24,9,,25
453,1951,2,2,,0,0,6,f,0,59,9,,25
454,1951,2,2,,0,0,7,f,0,19,9,,25
455,1951,2,2,,0,0,7,f,0,90,9,,25
456,1951,2,2,,0,0,8,f,0,82,9,,25
457,1951,2,2,,0,0,8,f,0,46,9,,25
458,1951,2,2,,0,0,9,f,0,5,9,,25
459,1951,2,2,,0,0,10,f,0,8,9,,25
460,1951,2,2,,0,0,11,f,0,83,9,,25
461,1951,2,2,,0,0,12,f,0,31,9,,25
462,1951,2,2,,0,0,13,f,0,12,9,,25
463,1951,2,2,,0,0,14,f,0,75,9,,25
464,1951,2,2,,0,0,,f,0,38,9,,25
465,1951,2,2,,0,0,,f,0,91,9,,25
466,1951,2,2,,0,0,,f,0,92,9,,25
467,1951,2,2,,0,0,,f,0,65,9,,25
468,1951,2,2,,0,0,,f,0,60,9,,25
469,1951,2,2,,0,0,,f,0,36,9,,25
470,1951,2,2,,0,0,,f,0,32,9,,25
471,1951,2,2,,0,0,,f,0,41,9,,25
472,1951,2,2,,0,0,,f,0,78,9,,25
473,1951,2,2,,0,0,,f,0,51,9,,25
474,1951,2,2,,0,0,,f,0,84,9,,25
475,1951,2,2,,0,0,,f,0,63,9,,25
476,1951,2,2,,0,0,,f,0,4,9,,25
477,1951,2,2,,0,0,,f,0,93,9,,25
478,1951,2,2,,0,0,,f,0,26,9,,25
479,1951,2,2,,0,0,,f,0,94,9,,25
480,1951,2,2,,0,0,,f,0,27,9,,25
481,1951,2,2,,0,0,,f,0,95,9,,25
482,1951,2,2,,0,0,,f,0,85,9,,25
483,1951,2,2,,0,0,,f,0,34,9,,25
484,1951,2,2,,0,0,,f,0,37,9,,25
485,1951,2,2,,0,0,,f,0,49,9,,25
486,1951,2,2,,0,0,,f,0,67,9,,25
487,1951,2,2,,0,0,,f,0,96,9,,25
488,1951,2,2,,0,0,,f,0,53,9,,25
489,1951,2,2,,0,0,,f,0,97,9,,25
490,1951,2,2,,0,0,,f,0,98,9,,25
491,1951,2,2,,0,0,,f,0,99,9,,25
492,1951,2,2,,0,0,,f,0,42,9,,25
493,1951,2,2,,0,0,,f,0,47,9,,25
494,1951,2,2,,0,0,,f,0,52,9,,25
495,1951,2,2,,0,0,,f,0,100,9,,25
496,1951,3,2,1,12,1,1,t,0,1,10,,28
497,1951,3,2,2,10,1,1,t,0,13,10,,28
498,1951,3,2,3,9,1,1,t,0,40,10,,28
499,1951,3,2,4,6,0,2,t,0,24,10,,28
500,1951,3,2,5,6,0,2,t,0,76,10,,28
501,1951,3,2,6,6,0,2,t,0,86,10,,28
502,1951,3,2,7,4,0,3,t,0,26,10,,28
503,1951,3,2,8,3,0,4,t,0,5,10,,28
504,1951,3,2,9,3,0,4,t,0,80,10,,28
505,1951,3,2,10,3,0,4,t,0,88,10,,28
506,1951,3,2,11,2,0,3,t,0,48,10,,28
507,1951,3,2,12,2,0,3,t,0,87,10,,28
508,1951,3,2,13,2,0,5,t,0,4,10,,28
509,1951,3,2,14,2,0,5,t,0,18,10,,28
510,1951,3,2,15,2,0,5,t,0,89,10,,28
511,1951,3,2,,0,0,6,f,0,59,10,,28
512,1951,3,2,,0,0,6,f,0,101,10,,28
513,1951,3,2,,0,0,7,f,0,12,10,,28
514,1951,3,2,,0,0,7,f,0,19,10,,28
515,1951,3,2,,0,0,7,f,0,90,10,,28
