id,number,duration,local_timestamp,lap_id,session_entry_id
1,2,00:00:24.036,17:59:17,275638,27696
2,1,00:00:22.603,17:25:17,275672,27696
3,1,00:00:23.227,17:28:24,275742,27700
4,2,00:00:23.199,17:59:29,275746,27700
5,1,00:00:24.535,17:28:39,275769,27704
6,2,00:00:25.683,17:59:47,275789,27704
7,1,00:00:23.251,17:22:34,275826,27708
8,2,00:00:24.733,17:46:04,275841,27708
9,3,00:00:24.181,18:09:08,275856,27708
10,1,00:00:23.426,17:20:48,275886,27712
11,2,00:00:22.52,17:44:29,275901,27712
12,3,00:00:26.23,18:07:37,275916,27712
13,1,00:00:16.867,17:30:24,275953,27716
14,2,00:00:23.303,17:33:53,275955,27716
15,3,00:00:22.681,18:01:49,275973,27716
16,1,00:00:23.842,17:24:10,276010,27720
17,2,00:00:24.5,17:52:28,276028,27720
18,3,00:00:24.095,18:18:54,276045,27720
19,1,00:00:25.342,17:27:34,276073,27724
20,2,00:00:23.1,17:49:47,276087,27724
21,1,00:00:25.978,17:29:08,276134,27728
22,2,00:00:23.871,18:02:15,276155,27728
23,1,00:00:24.863,17:26:03,276191,27731
24,2,00:00:24.332,18:00:48,276213,27731
25,1,00:00:26.898,17:05:23,276237,27734
26,2,00:00:24.463,17:31:06,276253,27734
27,3,00:00:26.348,17:59:45,276271,27734
28,1,00:00:22.994,17:27:41,276310,27737
29,2,00:00:25.098,17:51:32,276325,27737
30,1,00:00:24.899,17:29:49,276369,27739
31,2,00:00:24.848,18:03:55,276390,27739
32,1,00:00:25.259,17:26:50,276424,27741
33,2,00:00:26.446,18:06:53,276448,27741
34,1,00:00:23.792,17:33:02,276483,27743
35,1,00:00:23.643,17:24:29,276528,27745
36,2,00:00:37.856,17:40:45,276538,27745
37,3,00:00:16.892,17:49:07,276543,27745
38,4,00:00:26.309,18:08:03,276555,27745
39,1,00:00:23.716,17:29:00,276580,27747
40,1,00:00:24.865,17:31:11,276606,27751
41,1,00:00:25.021,17:05:52,276610,27753
42,2,00:00:23.988,17:32:08,276626,27753
43,1,00:00:24.064,17:29:06,276657,27759
44,2,00:00:24.192,17:54:21,276673,27759
45,1,00:00:23.438,17:40:27,276725,27763
46,1,00:00:23.019,16:26:17,276777,27770
47,2,00:00:21.893,16:47:27,276789,27770
48,3,00:00:22.313,17:15:08,276805,27770
49,1,00:00:22.4,16:26:29,276836,27774
50,2,00:00:22.471,16:44:11,276846,27774
51,3,00:00:22.483,17:10:13,276861,27774
52,1,00:00:23.9,16:26:28,276895,27778
53,2,00:00:23.221,16:49:31,276908,27778
54,3,00:00:22.602,17:12:09,276921,27778
55,1,00:00:22.572,16:21:21,276951,27782
56,2,00:00:21.991,16:42:37,276963,27782
57,3,00:00:22.069,17:00:01,276973,27782
58,4,00:00:22.161,17:19:10,276984,27782
59,1,00:00:29.224,16:26:30,277013,27786
60,2,00:00:22.541,16:51:17,277027,27786
61,3,00:00:22.893,17:10:28,277038,27786
62,1,00:00:23.152,16:28:15,277073,27790
63,2,00:00:23.894,16:49:19,277085,27790
64,3,00:00:23.812,17:15:25,277100,27790
65,4,00:00:27.182,17:24:24,277105,27790
66,1,00:00:23.28,16:33:53,277135,27794
67,2,00:00:23.442,17:07:26,277154,27794
68,1,00:00:22.552,16:24:40,277189,27798
69,2,00:00:22.611,16:45:48,277201,27798
70,3,00:00:25.382,17:08:28,277214,27798
71,4,00:00:22.466,17:34:48,277229,27798
72,1,00:00:22.576,16:28:34,277250,27802
73,2,00:00:22.261,16:53:26,277264,27802
74,3,00:00:22.227,17:18:08,277278,27802
75,1,00:00:22.773,16:23:16,277305,27805
76,2,00:00:22.419,16:46:20,277318,27805
77,3,00:00:23.977,17:09:21,277331,27805
78,1,00:00:31.694,16:09:07,277355,27808
79,2,00:00:22.046,16:32:31,277368,27808
80,3,00:00:22.55,17:00:56,277384,27808
81,1,00:00:24.967,16:30:37,277425,27811
82,2,00:00:22.577,16:55:28,277439,27811
83,3,00:00:22.526,17:15:05,277450,27811
84,1,00:00:23.28,16:30:23,277483,27815
85,2,00:00:29.843,16:39:30,277488,27815
86,3,00:00:27.439,17:01:03,277500,27815
87,1,00:00:23.584,16:32:25,277541,27818
88,2,00:00:22.888,17:00:55,277557,27818
89,1,00:00:29.084,16:30:37,277597,27821
90,2,00:00:23.336,17:04:41,277616,27821
91,1,00:00:24.617,16:34:28,277655,27823
92,2,00:00:24.429,17:05:19,277672,27823
93,1,00:00:23.182,16:30:10,277708,27825
94,2,00:00:22.68,16:51:25,277720,27825
95,3,00:00:28.694,17:21:08,277737,27825
96,1,00:00:27.815,16:34:56,277765,27829
97,2,00:00:26.554,17:13:32,277786,27829
98,3,00:00:38.823,17:25:07,277792,27829
99,1,00:00:26.252,16:34:39,277812,27831
100,2,00:00:24.416,17:07:20,277830,27831
101,1,00:00:25.516,16:27:03,277851,27833
102,1,00:00:23.597,16:34:14,277887,27835
103,1,00:00:32.978,16:10:04,277898,27838
104,2,00:00:24.502,16:35:41,277912,27838
105,1,00:00:20.878,15:29:49,277958,27845
106,2,00:00:20.533,15:47:20,277968,27845
107,3,00:00:20.567,16:09:38,277981,27845
108,1,00:00:21.995,15:28:00,278016,27849
109,2,00:00:21.533,15:57:37,278033,27849
110,1,00:00:23.442,15:21:27,278071,27853
111,2,00:00:21.132,15:47:44,278086,27853
112,3,00:00:21.091,16:13:29,278101,27853
113,1,00:00:23.779,15:27:59,278132,27855
114,2,00:00:20.758,15:45:35,278142,27855
115,3,00:00:21.237,16:08:00,278155,27855
116,1,00:00:20.771,15:24:32,278189,27859
117,2,00:00:22.005,15:47:13,278202,27859
118,3,00:00:20.72,16:11:19,278216,27859
119,1,00:00:21.624,15:29:47,278251,27863
120,2,00:00:21.168,16:01:04,278269,27863
121,1,00:00:22.524,15:31:34,278311,27867
122,2,00:00:21.251,15:59:39,278327,27867
123,1,00:00:20.522,15:21:12,278364,27871
124,2,00:00:21.964,15:49:15,278380,27871
125,3,00:00:21.4,16:11:49,278393,27871
126,1,00:00:21.981,15:33:36,278429,27874
127,2,00:00:22.005,16:08:34,278449,27874
128,1,00:00:21.855,15:28:17,278484,27877
129,2,00:00:21.936,15:56:28,278500,27877
130,1,00:00:21.989,15:22:57,278539,27880
131,2,00:00:21.218,15:59:51,278560,27880
132,1,00:00:22.216,15:35:28,278605,27884
133,2,00:00:21.821,15:56:29,278617,27884
134,1,00:00:21.709,15:32:01,278661,27887
135,2,00:00:21.481,16:05:24,278680,27887
136,1,00:00:22.01,15:24:56,278715,27890
137,2,00:00:24.722,15:32:19,278719,27890
138,3,00:00:21.928,16:02:13,278736,27890
139,1,00:00:20.989,15:30:01,278777,27894
140,2,00:00:21.058,15:56:26,278792,27894
141,3,00:00:28.708,16:26:24,278809,27894
142,1,00:00:22.485,15:37:31,278838,27897
143,2,00:00:21.89,16:14:27,278859,27897
144,1,00:00:21.473,15:31:55,278891,27899
145,2,00:00:23.397,16:06:55,278911,27899
146,3,00:00:13.9,16:28:01,278923,27899
147,4,00:00:28.845,16:31:39,278925,27899
148,1,00:00:23.16,15:21:35,278942,27902
149,2,00:00:22.062,15:48:09,278957,27902
150,3,00:00:27.62,16:14:36,278972,27902
151,1,00:00:23.029,15:39:24,279009,27905
152,2,00:00:22.26,16:18:14,279031,27905
153,1,00:00:22.901,15:39:50,279065,27907
154,2,00:00:22.802,16:05:10,279079,27907
155,1,00:00:22.683,15:32:33,279116,27909
156,2,00:00:21.908,15:54:22,279128,27909
157,3,00:00:33.827,16:14:17,279139,27909
158,1,00:00:14.16,15:20:00,279164,27911
159,2,00:00:24.467,15:42:05,279176,27911
160,3,00:00:23.499,16:25:39,279200,27911
161,1,00:00:26.049,15:45:28,279233,27913
162,1,00:00:22.419,15:19:36,279274,27915
163,1,00:00:20.623,15:20:32,279288,27919
164,2,00:00:20.112,15:42:31,279302,27919
165,3,00:00:20.385,16:05:46,279317,27919
166,4,00:00:20.489,16:16:40,279324,27919
167,1,00:00:21.05,15:19:04,279348,27923
168,2,00:00:20.421,15:36:27,279359,27923
169,3,00:00:20.843,15:58:20,279373,27923
170,4,00:00:22.087,16:13:49,279383,27923
171,1,00:00:21.308,15:19:05,279409,27927
172,2,00:00:21.732,15:39:35,279422,27927
173,3,00:00:21.702,15:59:49,279435,27927
174,4,00:00:21.379,16:15:17,279445,27927
175,1,00:00:20.833,15:17:38,279469,27931
176,2,00:00:21.075,15:35:09,279480,27931
177,3,00:00:35.688,15:57:04,279494,27931
178,4,00:00:22.041,16:15:51,279506,27931
179,1,00:00:22.573,15:19:09,279531,27935
180,2,00:00:20.927,15:38:24,279543,27935
181,3,00:00:20.949,15:55:49,279554,27935
182,4,00:00:20.308,16:12:55,279565,27935
183,1,00:00:21.368,15:23:57,279595,27939
184,2,00:00:22.639,15:44:37,279608,27939
185,3,00:00:21.417,16:05:05,279621,27939
186,1,00:00:22.3,15:19:16,279653,27943
187,2,00:00:21.919,15:38:25,279665,27943
188,3,00:00:20.872,16:00:31,279679,27943
189,4,00:00:21.884,16:16:10,279689,27943
190,1,00:00:21.422,15:16:06,279712,27947
191,2,00:00:21.323,15:33:42,279723,27947
192,3,00:00:21.838,15:57:21,279738,27947
193,4,00:00:21.662,16:14:37,279749,27947
194,1,00:00:21.769,15:17:47,279774,27951
195,2,00:00:22.128,15:40:07,279788,27951
196,3,00:00:22.032,16:06:48,279805,27951
197,1,00:00:21.82,15:24:09,279838,27954
198,2,00:00:23.455,15:40:15,279848,27954
199,3,00:00:22.456,16:03:58,279863,27954
200,1,00:00:22.022,15:17:37,279892,27955
201,2,00:00:21.322,15:39:58,279906,27955
202,3,00:00:23.471,15:57:22,279917,27955
203,4,00:00:26.685,16:16:13,279929,27955
204,1,00:00:30.182,15:06:35,279945,27958
205,2,00:00:20.907,15:26:02,279957,27958
206,3,00:00:20.379,15:51:13,279973,27958
207,4,00:00:20.597,16:14:46,279988,27958
208,1,00:00:21.649,15:19:22,280014,27962
209,2,00:00:21.084,15:43:21,280029,27962
210,3,00:00:21.006,16:07:05,280044,27962
211,1,00:00:29.27,15:05:18,280064,27965
212,2,00:00:22.895,15:29:30,280079,27965
213,3,00:00:22.365,15:54:42,280095,27965
214,4,00:00:21.715,16:10:21,280105,27965
215,1,00:00:22.717,15:19:20,280132,27968
216,2,00:00:22.868,15:41:43,280146,27968
217,3,00:00:21.687,16:07:01,280162,27968
218,1,00:00:22.713,15:24:25,280194,27971
219,2,00:00:21.826,15:49:46,280210,27971
220,3,00:00:21.986,16:05:31,280220,27971
221,4,00:00:21.931,16:30:31,280236,27971
222,1,00:00:23.881,15:21:09,280251,27974
223,2,00:00:22.555,15:43:41,280265,27974
224,3,00:00:21.827,16:09:04,280281,27974
225,4,00:00:13.925,16:15:30,280285,27974
226,1,00:00:23.066,15:24:28,280312,27977
227,2,00:00:22.862,15:43:47,280324,27977
228,3,00:00:22.219,16:06:10,280338,27977
229,1,00:00:22.854,15:27:42,280372,27979
230,2,00:00:21.633,15:53:27,280388,27979
231,3,00:00:23.114,16:28:36,280410,27979
232,1,00:00:22.779,15:29:37,280430,27981
233,2,00:00:24.837,15:57:20,280447,27981
234,1,00:00:27.353,15:26:26,280485,27983
235,2,00:00:24.962,15:47:59,280498,27983
236,3,00:00:24.474,16:17:26,280516,27983
237,1,00:00:24.634,15:28:03,280542,27985
238,2,00:00:56.611,15:30:57,280543,27985
239,3,00:00:25.125,16:02:57,280562,27985
240,4,00:00:43.603,16:07:22,280564,27985
241,1,00:00:20.775,15:21:00,280592,27987
242,2,00:00:20.93,15:41:50,280605,27987
243,3,00:00:20.887,15:54:38,280613,27987
244,4,00:00:21.403,16:13:28,280625,27987
245,1,00:00:20.253,14:16:54,280637,27992
246,2,00:00:19.887,14:30:44,280646,27992
247,3,00:00:20.426,14:54:42,280662,27992
248,4,00:00:20.292,15:15:41,280676,27992
249,1,00:00:19.761,14:19:57,280708,27996
250,2,00:00:20.235,14:38:08,280720,27996
251,3,00:00:20.473,14:56:14,280732,27996
252,4,00:00:20.988,15:17:11,280746,27996
253,1,00:00:20.015,14:24:51,280780,28000
254,2,00:00:20.763,14:49:06,280796,28000
255,3,00:00:20.107,15:16:10,280814,28000
256,1,00:00:20.881,14:18:27,280845,28004
257,2,00:00:20.079,14:32:16,280854,28004
258,3,00:00:20.279,14:47:27,280864,28004
259,4,00:00:19.984,15:14:50,280882,28004
260,1,00:00:20.567,14:18:23,280914,28008
261,2,00:00:20.238,14:32:13,280923,28008
262,3,00:00:20.738,14:47:26,280933,28008
263,4,00:00:20.38,15:02:54,280943,28008
264,1,00:00:20.084,14:18:43,280982,28012
265,2,00:00:20.487,14:43:25,280998,28012
266,3,00:00:20.451,15:06:21,281013,28012
267,1,00:00:20.647,14:20:17,281050,28015
268,2,00:00:19.534,14:45:01,281066,28015
269,3,00:00:20.395,15:07:53,281081,28015
270,1,00:00:21.322,14:36:21,281128,28019
271,2,00:00:21.953,14:59:22,281143,28019
272,3,00:00:20.796,15:20:32,281157,28019
273,1,00:00:23.592,14:14:14,281179,28020
274,2,00:00:21.143,14:48:40,281201,28020
275,3,00:00:21.829,15:16:00,281219,28020
276,1,00:00:24.871,14:05:11,281240,28023
277,2,00:00:21.128,14:42:46,281264,28023
278,3,00:00:20.5,15:11:40,281283,28023
279,1,00:00:21.856,14:20:14,281317,28026
280,2,00:00:24.232,14:43:33,281332,28026
281,3,00:00:21.739,15:06:36,281347,28026
282,1,00:00:20.07,14:26:40,281389,28030
283,2,00:00:20.126,14:53:02,281406,28030
284,3,00:00:20.573,15:22:03,281425,28030
285,1,00:00:20.773,14:23:57,281454,28033
286,2,00:00:20.267,14:50:19,281471,28033
287,3,00:00:23.23,15:17:54,281489,28033
288,1,00:00:20.818,14:17:17,281517,28036
289,2,00:00:24.745,14:42:10,281533,28036
290,3,00:00:20.819,15:08:31,281550,28036
291,1,00:00:22.689,14:15:48,281583,28039
292,2,00:00:24.821,14:34:36,281595,28039
293,3,00:00:21.574,14:59:14,281611,28039
294,4,00:00:22.077,15:25:26,281628,28039
295,1,00:00:20.741,14:20:28,281654,28043
296,2,00:00:20.872,14:40:47,281667,28043
297,3,00:00:21.019,14:59:25,281679,28043
298,4,00:00:23.143,15:21:09,281693,28043
299,1,00:00:29.936,14:20:48,281720,28046
300,2,00:00:21.226,14:39:40,281732,28046
301,3,00:00:20.65,14:58:09,281744,28046
302,4,00:00:20.637,15:27:32,281763,28046
303,1,00:00:22.364,14:26:50,281789,28048
304,2,00:00:21.723,14:48:41,281803,28048
305,3,00:00:23.001,15:10:27,281817,28048
306,1,00:00:22.744,14:29:00,281855,28050
307,2,00:00:21.632,15:03:54,281877,28050
308,3,00:00:21.17,15:27:29,281892,28050
309,1,00:00:23.176,14:30:41,281920,28052
310,2,00:00:22.982,14:58:05,281937,28052
311,3,00:00:21.708,15:21:44,281952,28052
312,1,00:00:24.843,14:25:56,281980,28054
313,2,00:00:24.448,14:48:52,281994,28054
314,3,00:00:24.298,15:19:38,282013,28054
315,1,00:00:20.8,14:20:19,282039,28056
316,2,00:00:21.635,14:35:51,282049,28056
317,3,00:00:22.419,14:58:48,282064,28056
318,1,00:00:21.019,14:28:30,282105,28060
319,2,00:00:20.807,14:47:28,282117,28060
320,3,00:00:23.068,15:07:42,282130,28060
321,1,00:00:23.157,14:28:55,282155,28063
322,1,00:00:28.536,14:24:15,282184,28065
323,1,00:00:25.352,14:25:41,282266,28069
324,2,00:00:31.382,14:48:45,282283,28069
325,1,00:00:25.28,14:22:57,282345,28073
326,2,00:00:26.421,14:46:57,282363,28073
327,3,00:00:24.67,15:09:55,282378,28073
328,1,00:00:37.735,14:24:32,282427,28077
329,2,00:00:26.269,15:19:56,282466,28077
330,1,00:00:28.642,14:49:49,282526,28081
331,1,00:00:31.445,14:33:00,282594,28084
332,2,00:00:19.347,15:03:45,282615,28084
333,3,00:00:26.977,15:12:04,282621,28084
334,1,00:00:25.037,14:49:51,282687,28088
335,2,00:00:27.879,15:37:52,282721,28088
336,1,00:00:25.851,14:48:15,282765,28091
337,2,00:00:26.281,15:40:13,282801,28091
338,1,00:00:25.921,14:46:47,282843,28094
339,2,00:00:25.675,15:38:54,282879,28094
340,1,00:00:26.073,14:48:16,282923,28097
341,2,00:00:25.045,15:30:24,282952,28097
342,1,00:00:25.189,14:23:33,282984,28100
343,2,00:00:25.31,14:48:50,283002,28100
344,3,00:00:25.116,15:18:33,283022,28100
345,1,00:00:24.97,14:30:24,283068,28104
346,2,00:00:19.36,14:40:23,283075,28104
347,3,00:00:47.226,14:47:35,283080,28104
348,1,00:00:25.595,14:36:13,283150,28107
349,2,00:00:26.065,15:09:08,283172,28107
350,1,00:00:26.477,14:29:21,283222,28109
351,2,00:00:25.878,15:17:38,283255,28109
352,1,00:00:27.577,14:49:39,283313,28111
353,2,00:00:26.464,15:33:21,283343,28111
354,1,00:00:28.298,14:49:02,283388,28113
355,1,00:00:28.325,14:38:46,283456,28115
356,2,00:00:39.917,14:51:08,283464,28115
357,1,00:00:26.468,14:37:09,283530,28117
358,2,00:00:25.687,15:18:38,283559,28117
359,1,00:00:28.856,14:41:17,283609,28121
360,1,00:00:25.907,14:43:07,283679,28124
361,2,00:00:27.55,15:22:30,283706,28124
362,1,00:00:26.615,14:38:20,283743,28126
363,1,00:00:35.084,14:19:30,283764,28130
364,1,00:00:26.827,14:33:33,283809,28134
365,1,00:00:23.65,13:15:11,283828,28139
366,2,00:00:14.501,13:25:10,283833,28139
367,3,00:00:23.868,13:35:02,283839,28139
368,4,00:00:23.589,16:10:22,283855,28139
369,5,00:00:31.718,16:14:55,283857,28139
370,6,00:00:23.741,16:36:41,283871,28139
371,1,00:00:23.872,13:36:13,283913,28143
372,2,00:00:22.958,16:13:21,283930,28143
373,3,00:00:22.526,16:39:07,283946,28143
374,1,00:00:29.546,13:36:40,283986,28147
375,2,00:00:22.402,16:11:53,284002,28147
376,3,00:00:22.77,16:35:03,284016,28147
377,1,00:00:24.472,13:33:04,284057,28151
378,2,00:00:24.196,13:38:51,284060,28151
379,3,00:00:22.832,16:08:48,284073,28151
380,4,00:00:22.869,16:37:50,284091,28151
381,1,00:00:23.816,16:11:52,284148,28155
382,2,00:00:24.145,16:39:31,284165,28155
383,1,00:00:24.886,13:38:09,284206,28159
384,2,00:00:22.742,16:11:50,284221,28159
385,3,00:00:22.56,16:37:52,284237,28159
386,4,00:00:28.346,16:39:50,284238,28159
387,1,00:00:23.687,16:11:49,284294,28163
388,2,00:00:24.618,16:39:22,284311,28163
389,1,00:00:26.045,13:35:14,284349,28166
390,2,00:00:24.863,16:10:26,284365,28166
391,3,00:00:23.338,16:36:45,284381,28166
392,1,00:00:23.305,13:28:31,284416,28168
393,2,00:00:25.066,13:35:21,284420,28168
394,3,00:00:24.684,16:08:51,284435,28168
395,4,00:00:23.059,16:35:12,284451,28168
396,1,00:00:23.949,13:31:50,284490,28171
397,2,00:00:24.649,13:37:27,284493,28171
398,3,00:00:23.97,16:08:53,284507,28171
399,4,00:00:26.561,16:35:23,284523,28171
400,1,00:00:23.105,13:31:28,284562,28174
401,2,00:00:22.986,13:35:10,284564,28174
402,3,00:00:22.735,16:11:57,284581,28174
403,4,00:00:22.702,16:39:36,284598,28174
404,1,00:00:30.288,16:10:23,284653,28178
405,2,00:00:24.039,16:38:22,284670,28178
406,1,00:00:27.202,13:17:25,284699,28181
407,2,00:00:34.897,16:10:48,284725,28181
408,3,00:00:33.278,16:39:20,284742,28181
409,1,00:00:29.115,16:14:01,284797,28183
410,2,00:00:29.54,16:37:38,284811,28183
411,1,00:00:24.143,13:32:07,284847,28185
412,2,00:00:30.497,13:43:32,284853,28185
413,3,00:00:24.655,16:07:00,284863,28185
414,4,00:00:14.538,16:12:15,284866,28185
415,5,00:00:30.714,16:38:56,284882,28185
416,1,00:00:24.425,16:08:50,284934,28187
417,2,00:00:25.079,16:37:16,284951,28187
418,1,00:00:51.684,13:35:28,284989,28189
419,2,00:00:23.332,16:12:14,285006,28189
420,3,00:00:25.14,16:38:45,285022,28189
421,1,00:00:22.479,16:10:20,285075,28191
422,2,00:00:28.63,16:24:38,285083,28191
423,3,00:00:14.538,16:35:33,285090,28191
424,4,00:00:23.129,16:40:04,285093,28191
425,1,00:00:23.571,13:31:45,285126,28194
426,2,00:00:24.943,13:35:30,285128,28194
427,3,00:00:23.593,16:10:29,285144,28194
428,4,00:00:23.7,16:36:46,285160,28194
429,5,00:00:31.701,16:53:19,285170,28194
430,1,00:00:23.113,16:10:18,285207,28197
431,2,00:00:23.364,16:37:57,285224,28197
432,1,00:00:24.052,13:30:09,285246,28201
433,2,00:00:22.923,16:08:49,285264,28201
434,3,00:00:14.565,16:27:43,285275,28201
435,4,00:00:32.449,16:33:51,285279,28201
436,1,00:00:23.893,13:31:21,285298,28204
437,2,00:00:26.348,13:34:54,285300,28204
438,3,00:00:26.129,16:11:54,285317,28204
439,1,00:00:44.037,13:35:26,285339,28208
440,1,00:00:21.006,14:28:11,285373,28214
441,2,00:00:20.441,14:56:16,285389,28214
442,3,00:00:20.331,15:25:39,285406,28214
443,1,00:00:21.477,14:28:15,285433,28218
444,2,00:00:20.551,14:54:36,285448,28218
445,3,00:00:20.136,15:22:21,285464,28218
446,1,00:00:20.465,14:26:28,285492,28222
447,2,00:00:20.319,14:52:53,285507,28222
448,3,00:00:20.367,15:17:11,285521,28222
449,1,00:00:20.34,14:24:49,285551,28226
450,2,00:00:21.035,14:46:06,285563,28226
451,3,00:00:20.212,15:17:41,285581,28226
452,1,00:00:20.718,14:30:07,285614,28230
453,2,00:00:25.537,14:58:23,285630,28230
454,3,00:00:20.404,15:28:09,285647,28230
455,1,00:00:20.997,14:28:31,285673,28234
456,2,00:00:20.325,14:56:46,285689,28234
457,3,00:00:20.479,15:28:21,285707,28234
458,1,00:00:21.054,14:25:02,285731,28238
459,2,00:00:23.547,14:57:07,285749,28238
460,3,00:00:20.896,15:23:36,285764,28238
461,1,00:00:21.391,14:37:50,285798,28242
462,2,00:00:21.103,15:18:33,285821,28242
463,1,00:00:20.676,14:25:09,285848,28244
464,2,00:00:20.286,14:53:47,285864,28244
465,3,00:00:21.036,15:20:21,285879,28244
466,1,00:00:22.114,14:23:23,285905,28247
467,2,00:00:22.285,14:52:04,285921,28247
468,3,00:00:21.472,15:15:10,285934,28247
469,1,00:00:21.939,14:48:56,285977,28250
470,1,00:00:21.163,14:23:27,286021,28253
471,2,00:00:21.262,14:53:53,286038,28253
472,3,00:00:21.286,15:15:16,286050,28253
473,1,00:00:21.321,14:28:54,286082,28256
474,2,00:00:20.46,14:50:28,286094,28256
475,3,00:00:20.995,15:24:07,286113,28256
476,1,00:00:20.567,14:28:51,286140,28259
477,2,00:00:20.818,14:52:08,286153,28259
478,3,00:00:21.069,15:22:18,286170,28259
479,1,00:00:22.104,14:30:49,286199,28262
480,2,00:00:21.168,14:52:26,286211,28262
481,3,00:00:21.105,15:13:41,286223,28262
482,1,00:00:23.492,14:23:29,286253,28265
483,2,00:00:20.545,15:03:14,286275,28265
484,1,00:00:21.201,14:28:40,286314,28268
485,2,00:00:30.665,14:30:59,286315,28268
486,3,00:00:21.168,14:59:40,286331,28268
487,1,00:00:21.301,14:22:02,286369,28272
488,2,00:00:21.805,14:54:30,286387,28272
489,3,00:00:21.49,15:23:06,286403,28272
490,1,00:00:23.241,14:29:11,286431,28275
491,2,00:00:21.126,14:51:06,286443,28275
492,3,00:00:22.632,15:19:57,286459,28275
493,1,00:00:23.327,14:36:30,286491,28277
494,2,00:00:22.131,15:05:36,286507,28277
495,1,00:00:21.9,14:34:56,286546,28279
496,2,00:00:22.03,15:20:26,286571,28279
497,1,00:00:21.943,14:36:56,286603,28281
498,2,00:00:22.25,15:11:48,286622,28281
499,1,00:00:24.459,14:31:23,286656,28283
500,2,00:00:22.766,14:55:33,286669,28283
501,3,00:00:22.235,15:23:02,286684,28283
502,1,00:00:28.03,14:29:43,286710,28285
503,2,00:00:24.675,14:58:17,286725,28285
504,3,00:00:26.059,15:26:13,286740,28285
505,1,00:00:26.566,13:25:42,286763,28287
506,2,00:00:23.974,13:51:15,286778,28287
507,3,00:00:23.474,14:10:50,286790,28287
508,1,00:00:24.818,13:27:22,286819,28291
509,2,00:00:31.558,13:51:10,286833,28291
510,3,00:00:23.137,14:06:13,286842,28291
511,1,00:00:23.973,13:25:41,286873,28295
512,2,00:00:25.49,13:49:36,286887,28295
513,3,00:00:23.785,14:09:30,286899,28295
514,1,00:00:25.1,13:25:49,286928,28299
515,2,00:00:24.065,13:46:21,286940,28299
516,3,00:00:23.34,14:07:50,286953,28299
517,1,00:00:24.159,13:27:39,286984,28303
518,2,00:00:23.929,13:49:48,286997,28303
519,3,00:00:23.238,14:14:35,287012,28303
520,1,00:00:24.722,13:26:12,287038,28307
521,2,00:00:24.399,13:56:50,287056,28307
522,1,00:00:25.386,13:26:13,287093,28311
523,2,00:00:25.619,14:00:08,287113,28311
524,1,00:00:24.716,13:22:37,287145,28314
525,2,00:00:24.434,13:57:06,287165,28314
526,1,00:00:30.242,13:20:38,287198,28317
527,2,00:00:31.751,13:33:23,287205,28317
528,3,00:00:24.651,13:58:47,287220,28317
529,1,00:00:24.719,13:26:20,287255,28320
530,2,00:00:24.095,13:58:46,287274,28320
531,1,00:00:25.737,13:24:13,287307,28322
532,2,00:00:24.077,13:48:32,287321,28322
533,3,00:00:27.24,14:13:32,287336,28322
534,1,00:00:24.88,13:24:37,287361,28325
535,2,00:00:24.172,14:10:21,287388,28325
536,1,00:00:25.86,13:24:38,287415,28328
537,2,00:00:23.955,13:59:02,287435,28328
538,1,00:00:26.238,13:24:27,287468,28331
539,2,00:00:24.272,13:47:12,287481,28331
540,3,00:00:23.869,14:05:42,287492,28331
541,1,00:00:26.612,13:26:02,287523,28335
542,2,00:00:45.291,13:46:50,287535,28335
543,3,00:00:31.471,13:50:52,287537,28335
544,1,00:00:25.416,13:24:52,287576,28339
545,2,00:00:24.959,13:58:43,287595,28339
546,1,00:00:28.742,13:25:14,287627,28341
547,2,00:00:25.428,13:55:39,287644,28341
548,1,00:00:26.643,13:25:12,287678,28343
549,2,00:00:25.505,14:00:49,287698,28343
550,1,00:00:25.872,13:27:17,287730,28345
551,2,00:00:26.942,13:56:23,287746,28345
552,1,00:00:25.07,13:24:05,287779,28347
553,2,00:00:24.287,13:49:45,287794,28347
554,3,00:00:23.292,14:11:08,287807,28347
555,1,00:00:26.279,13:24:30,287821,28351
556,2,00:00:24.62,13:48:50,287835,28351
557,1,00:00:28.448,13:24:19,287847,28353
558,2,00:00:31.551,13:40:27,287856,28353
559,1,00:00:20.982,14:29:38,287893,28362
560,2,00:00:20.496,14:54:10,287908,28362
561,3,00:00:20.403,15:26:17,287928,28362
562,1,00:00:20.43,14:29:39,287956,28366
563,2,00:00:20.035,14:55:46,287972,28366
564,3,00:00:19.975,15:29:30,287993,28366
565,1,00:00:20.44,14:26:23,288017,28370
566,2,00:00:21.299,14:52:32,288033,28370
567,3,00:00:20.324,15:34:20,288059,28370
568,1,00:00:20.394,14:29:57,288082,28374
569,2,00:00:20.274,15:09:11,288106,28374
570,3,00:00:20.11,15:39:44,288125,28374
571,1,00:00:20.344,14:31:36,288146,28378
572,2,00:00:20.185,15:10:46,288170,28378
573,3,00:00:21.903,15:39:43,288188,28378
574,1,00:00:20.839,14:39:56,288214,28382
575,2,00:00:20.879,15:22:30,288240,28382
576,1,00:00:20.348,14:26:39,288269,28386
577,2,00:00:20.975,15:03:03,288291,28386
578,3,00:00:20.047,15:30:50,288308,28386
579,1,00:00:20.768,14:28:22,288332,28390
580,2,00:00:20.299,15:04:59,288354,28390
581,3,00:00:19.93,15:35:53,288373,28390
582,1,00:00:20.882,14:36:51,288399,28394
